"comparison","bootstrap_mean","y","density_group"
"Air - Solvent",0.794123244379722,5,"Air"
"Air - Solvent",0.398689398086636,5,"Air"
"Air - Solvent",1.73070491433371,5,"Air"
"Air - Solvent",1.18876867310189,5,"Air"
"Air - Solvent",1.58581078025305,5,"Air"
"Air - Solvent",1.25748077573903,5,"Air"
"Air - Solvent",0.4931827727743,5,"Air"
"Air - Solvent",1.30048587306597,5,"Air"
"Air - Solvent",1.19555691892509,5,"Air"
"Air - Solvent",0.540954846639132,5,"Air"
"Air - Solvent",0.395134649877983,5,"Air"
"Air - Solvent",1.23081169841914,5,"Air"
"Air - Solvent",0.865248145456753,5,"Air"
"Air - Solvent",0.784217979359696,5,"Air"
"Air - Solvent",1.03697573043421,5,"Air"
"Air - Solvent",0.808655591767575,5,"Air"
"Air - Solvent",0.944030982462677,5,"Air"
"Air - Solvent",0.567797849373408,5,"Air"
"Air - Solvent",1.79396219730786,5,"Air"
"Air - Solvent",1.3384356070596,5,"Air"
"Air - Solvent",0.573502996935865,5,"Air"
"Air - Solvent",0.805890134349024,5,"Air"
"Air - Solvent",1.18512225731767,5,"Air"
"Air - Solvent",0.691147123897549,5,"Air"
"Air - Solvent",0.777916125713063,5,"Air"
"Air - Solvent",0.854270891867845,5,"Air"
"Air - Solvent",0.571558123437927,5,"Air"
"Air - Solvent",1.20779519624213,5,"Air"
"Air - Solvent",1.3212580258703,5,"Air"
"Air - Solvent",1.60986704028702,5,"Air"
"Air - Solvent",1.30955185323334,5,"Air"
"Air - Solvent",1.22878002180995,5,"Air"
"Air - Solvent",1.73089847731512,5,"Air"
"Air - Solvent",1.03471439899773,5,"Air"
"Air - Solvent",0.713636991409001,5,"Air"
"Air - Solvent",0.955350256303282,5,"Air"
"Air - Solvent",1.68649380078461,5,"Air"
"Air - Solvent",0.747201387702077,5,"Air"
"Air - Solvent",1.66328825138116,5,"Air"
"Air - Solvent",0.460789208203045,5,"Air"
"Air - Solvent",0.598132936344271,5,"Air"
"Air - Solvent",1.1124541408673,5,"Air"
"Air - Solvent",1.30492055224908,5,"Air"
"Air - Solvent",0.484685326107072,5,"Air"
"Air - Solvent",1.04482460321081,5,"Air"
"Air - Solvent",1.73289983883041,5,"Air"
"Air - Solvent",0.845287655951183,5,"Air"
"Air - Solvent",0.68557660696908,5,"Air"
"Air - Solvent",0.785880463713254,5,"Air"
"Air - Solvent",0.900866174583044,5,"Air"
"Air - Solvent",0.548901022612018,5,"Air"
"Air - Solvent",1.00211488247519,5,"Air"
"Air - Solvent",1.35541709684194,5,"Air"
"Air - Solvent",0.744298672349541,5,"Air"
"Air - Solvent",0.665387210502616,5,"Air"
"Air - Solvent",0.666732763612007,5,"Air"
"Air - Solvent",0.926449589957294,5,"Air"
"Air - Solvent",1.2199286261337,5,"Air"
"Air - Solvent",-0.0132033531228008,5,"Air"
"Air - Solvent",1.38073399732324,5,"Air"
"Air - Solvent",1.23666177726996,5,"Air"
"Air - Solvent",1.04205205549931,5,"Air"
"Air - Solvent",0.863439021228469,5,"Air"
"Air - Solvent",0.822713810403091,5,"Air"
"Air - Solvent",0.574943398591058,5,"Air"
"Air - Solvent",0.762008721185846,5,"Air"
"Air - Solvent",0.843224841757252,5,"Air"
"Air - Solvent",0.394801103738261,5,"Air"
"Air - Solvent",0.756669391153396,5,"Air"
"Air - Solvent",1.17989217105818,5,"Air"
"Air - Solvent",1.12364967450873,5,"Air"
"Air - Solvent",1.1199456953708,5,"Air"
"Air - Solvent",0.662991067364713,5,"Air"
"Air - Solvent",0.43252077070422,5,"Air"
"Air - Solvent",0.636562860958299,5,"Air"
"Air - Solvent",1.04823983734279,5,"Air"
"Air - Solvent",0.666759024954078,5,"Air"
"Air - Solvent",0.763655768800463,5,"Air"
"Air - Solvent",1.51962029507226,5,"Air"
"Air - Solvent",1.33124351531669,5,"Air"
"Air - Solvent",0.934198786456388,5,"Air"
"Air - Solvent",0.697192395719351,5,"Air"
"Air - Solvent",1.42726480541504,5,"Air"
"Air - Solvent",0.892625937265536,5,"Air"
"Air - Solvent",0.760253215765036,5,"Air"
"Air - Solvent",1.06815760747201,5,"Air"
"Air - Solvent",1.57686587258952,5,"Air"
"Air - Solvent",1.56696339303569,5,"Air"
"Air - Solvent",0.488014981117372,5,"Air"
"Air - Solvent",1.05531171348559,5,"Air"
"Air - Solvent",0.723460447770529,5,"Air"
"Air - Solvent",1.22227583252614,5,"Air"
"Air - Solvent",0.216168200951599,5,"Air"
"Air - Solvent",1.21852577727136,5,"Air"
"Air - Solvent",1.21307725054835,5,"Air"
"Air - Solvent",1.07351669757269,5,"Air"
"Air - Solvent",0.160922989024002,5,"Air"
"Air - Solvent",1.01664298271728,5,"Air"
"Air - Solvent",0.35247733795988,5,"Air"
"Air - Solvent",0.314559000648456,5,"Air"
"Air - Solvent",1.14622362315608,5,"Air"
"Air - Solvent",0.831439924771204,5,"Air"
"Air - Solvent",0.898080240505618,5,"Air"
"Air - Solvent",1.33609928959358,5,"Air"
"Air - Solvent",1.09057017975007,5,"Air"
"Air - Solvent",1.38842602709771,5,"Air"
"Air - Solvent",0.951880788284495,5,"Air"
"Air - Solvent",1.56521183973326,5,"Air"
"Air - Solvent",0.835153333800951,5,"Air"
"Air - Solvent",1.13183766725078,5,"Air"
"Air - Solvent",0.779742393436677,5,"Air"
"Air - Solvent",1.27112911853808,5,"Air"
"Air - Solvent",1.47176558192207,5,"Air"
"Air - Solvent",1.11791497336363,5,"Air"
"Air - Solvent",0.749455970483546,5,"Air"
"Air - Solvent",0.806665353629176,5,"Air"
"Air - Solvent",0.67753819432763,5,"Air"
"Air - Solvent",1.52931629506541,5,"Air"
"Air - Solvent",0.491673308960658,5,"Air"
"Air - Solvent",0.443811162407532,5,"Air"
"Air - Solvent",0.92967772045408,5,"Air"
"Air - Solvent",1.95782250224333,5,"Air"
"Air - Solvent",1.20879372311557,5,"Air"
"Air - Solvent",0.418738891619368,5,"Air"
"Air - Solvent",0.79534672411364,5,"Air"
"Air - Solvent",0.882207581255218,5,"Air"
"Air - Solvent",0.592370106502962,5,"Air"
"Air - Solvent",1.49707580076176,5,"Air"
"Air - Solvent",0.95935301824888,5,"Air"
"Air - Solvent",0.868718865061003,5,"Air"
"Air - Solvent",1.42780591747014,5,"Air"
"Air - Solvent",0.778052250429324,5,"Air"
"Air - Solvent",1.63007696538951,5,"Air"
"Air - Solvent",1.18608448118864,5,"Air"
"Air - Solvent",0.992379781032705,5,"Air"
"Air - Solvent",0.933194241282088,5,"Air"
"Air - Solvent",1.52669952083853,5,"Air"
"Air - Solvent",0.840001433444285,5,"Air"
"Air - Solvent",0.373655564453598,5,"Air"
"Air - Solvent",1.1055882043483,5,"Air"
"Air - Solvent",0.649274132374201,5,"Air"
"Air - Solvent",0.98295047992554,5,"Air"
"Air - Solvent",0.910988229167905,5,"Air"
"Air - Solvent",1.38401777017749,5,"Air"
"Air - Solvent",0.865821358004599,5,"Air"
"Air - Solvent",0.225607426461466,5,"Air"
"Air - Solvent",0.760479471097686,5,"Air"
"Air - Solvent",1.09321800487231,5,"Air"
"Air - Solvent",0.865988787816863,5,"Air"
"Air - Solvent",0.464802595744589,5,"Air"
"Air - Solvent",1.48977167698919,5,"Air"
"Air - Solvent",0.589588432126932,5,"Air"
"Air - Solvent",0.67819387868321,5,"Air"
"Air - Solvent",0.744938609512214,5,"Air"
"Air - Solvent",1.08477911683036,5,"Air"
"Air - Solvent",1.11853690454538,5,"Air"
"Air - Solvent",0.757826735310814,5,"Air"
"Air - Solvent",1.02297345601541,5,"Air"
"Air - Solvent",1.00543254773042,5,"Air"
"Air - Solvent",0.762028868230111,5,"Air"
"Air - Solvent",1.88353511453672,5,"Air"
"Air - Solvent",1.23006361162357,5,"Air"
"Air - Solvent",1.0480491997347,5,"Air"
"Air - Solvent",0.627619771624118,5,"Air"
"Air - Solvent",0.771280341919094,5,"Air"
"Air - Solvent",0.722132032430428,5,"Air"
"Air - Solvent",1.42449475150966,5,"Air"
"Air - Solvent",0.997547298589691,5,"Air"
"Air - Solvent",1.39887778296016,5,"Air"
"Air - Solvent",0.880098463648769,5,"Air"
"Air - Solvent",0.753050547936818,5,"Air"
"Air - Solvent",1.31499816012267,5,"Air"
"Air - Solvent",1.36358654671011,5,"Air"
"Air - Solvent",1.52659715985167,5,"Air"
"Air - Solvent",1.06459036707666,5,"Air"
"Air - Solvent",1.25320274140072,5,"Air"
"Air - Solvent",1.19367329330765,5,"Air"
"Air - Solvent",0.88027354001797,5,"Air"
"Air - Solvent",1.20742215900089,5,"Air"
"Air - Solvent",0.850799763233036,5,"Air"
"Air - Solvent",1.27743146485014,5,"Air"
"Air - Solvent",0.617468082541388,5,"Air"
"Air - Solvent",1.15071073062268,5,"Air"
"Air - Solvent",1.13622937864553,5,"Air"
"Air - Solvent",0.79483601589071,5,"Air"
"Air - Solvent",0.568557538889476,5,"Air"
"Air - Solvent",0.59462258970494,5,"Air"
"Air - Solvent",1.13666335867841,5,"Air"
"Air - Solvent",0.546447633845271,5,"Air"
"Air - Solvent",1.26247253358877,5,"Air"
"Air - Solvent",1.10173902135491,5,"Air"
"Air - Solvent",1.23679974049622,5,"Air"
"Air - Solvent",0.974652624402812,5,"Air"
"Air - Solvent",0.754784674395384,5,"Air"
"Air - Solvent",0.41641028866421,5,"Air"
