"longitude","latitude","percentage_lost"
-113.25,66.25,12.4052749187685
-112.75,26.75,44.5305464550487
-112.75,27.25,47.2176396787568
-112.75,27.75,48.8771168958256
-112.75,33.75,54.3808050837437
-112.75,34.25,58.2906272960564
-112.75,34.75,57.1319704502015
-112.75,38.25,53.4398816331402
-112.75,42.25,50.6120122406225
-112.75,42.75,51.4253765002667
-112.75,45.25,47.836378893849
-112.75,46.75,44.9603726463644
-112.75,47.25,44.1961551491086
-112.75,48.75,41.8561877133805
-112.75,49.25,40.6850974812416
-112.75,51.25,40.0800139514273
-112.75,51.75,40.3871944044449
-112.75,52.25,38.3026449024744
-112.75,52.75,35.1703042625883
-112.75,57.25,24.2178658537724
-112.75,57.75,24.0338589178723
-112.75,60.75,20.34713853736
-112.25,26.25,45.3602354131326
-112.25,26.75,48.6086880304777
-112.25,27.25,48.8210699107536
-112.25,29.75,49.4941831185981
-112.25,33.75,54.6049134680719
-112.25,34.25,58.6291959953183
-112.25,34.75,58.1568665910708
-112.25,35.25,53.517035497993
-112.25,37.75,53.3320577162279
-112.25,38.25,53.4095421792538
-112.25,38.75,52.7884497248834
-112.25,42.25,50.9047795392772
-112.25,42.75,52.5881463073094
-112.25,44.75,48.0269782358301
-112.25,45.25,48.3126946868438
-112.25,46.75,44.4073547388051
-112.25,48.25,45.2342799805251
-112.25,48.75,44.8608895232626
-112.25,49.25,43.4294439631447
-112.25,49.75,41.4697784838239
-112.25,50.25,39.450126076612
-112.25,50.75,40.5850150649216
-112.25,51.25,41.6113486531438
-112.25,51.75,40.5098492265739
-112.25,52.25,37.0344665941987
-112.25,54.75,29.0931749297907
-112.25,57.25,26.5436898181393
-112.25,57.75,27.5117284837956
-112.25,58.25,22.8045780817779
-112.25,59.25,21.0862386708575
-112.25,60.75,18.8164687588078
-112.25,61.25,18.3322776233157
-112.25,63.25,17.9800037900167
-112.25,63.75,17.7695148012363
-112.25,64.25,15.2739285506533
-111.75,24.75,41.4242075843978
-111.75,25.25,44.779285363064
-111.75,25.75,47.6183373860078
-111.75,26.25,48.5806393521197
-111.75,26.75,49.5127444102157
-111.75,28.75,50.0928577911049
-111.75,29.25,50.9191788261055
-111.75,29.75,49.4730148678968
-111.75,30.75,50.2396024153827
-111.75,31.25,52.3180755499177
-111.75,31.75,50.6849096382494
-111.75,33.25,51.8508808585785
-111.75,33.75,53.7496851837787
-111.75,34.25,54.9124642636513
-111.75,34.75,55.3986341133929
-111.75,35.25,53.1957512524797
-111.75,37.75,53.4112243069483
-111.75,42.75,51.8695295946356
-111.75,43.25,50.1883403901536
-111.75,47.75,42.5242474358652
-111.75,48.25,45.5744021674425
-111.75,48.75,43.72954721871
-111.75,49.25,42.3312213327836
-111.75,49.75,41.5861748175988
-111.75,50.25,39.345968442045
-111.75,50.75,39.1646836809076
-111.75,51.25,39.8047486715766
-111.75,51.75,37.7848307849085
-111.75,54.25,30.4528939330846
-111.75,57.25,25.0320939907229
-111.75,57.75,26.2046207186533
-111.75,58.75,21.3981427531683
-111.75,59.25,23.3321206337523
-111.75,59.75,20.2181213232097
-111.75,65.75,12.8168392835318
-111.25,24.25,38.6169820825067
-111.25,24.75,39.8636253321222
-111.25,25.25,41.9082260782385
-111.25,28.25,46.3705981783745
-111.25,28.75,48.7497917711081
-111.25,29.25,49.931892255464
-111.25,29.75,50.172186952269
-111.25,30.25,51.3415058780163
-111.25,30.75,52.0098866126195
-111.25,31.25,50.5793208231605
-111.25,33.25,52.9216939746298
-111.25,33.75,52.8147338437246
-111.25,37.75,52.9795285554922
-111.25,40.25,52.7677677830946
-111.25,42.75,50.4371654547798
-111.25,43.25,51.425947122818
-111.25,43.75,49.6666175768258
-111.25,51.25,35.8018219488304
-111.25,52.75,33.2157534844851
-111.25,53.25,33.3223984855186
-111.25,53.75,32.3931692963871
-111.25,54.25,32.18620820626
-111.25,54.75,30.6597739349588
-111.25,55.25,28.453587831604
-111.25,55.75,26.6478478004509
-111.25,59.25,23.8969640692692
-111.25,59.75,23.1154392210704
-111.25,65.75,12.85672765262
-110.75,24.75,40.9623336901206
-110.75,29.25,48.8078704115937
-110.75,29.75,51.6874592602732
-110.75,30.25,52.7364294645685
-110.75,30.75,51.2150863268416
-110.75,32.75,50.8587668275816
-110.75,33.25,52.1234439574868
-110.75,33.75,52.1928218733025
-110.75,36.25,53.591132686211
-110.75,36.75,54.7089600527291
-110.75,37.25,53.5862689278933
-110.75,37.75,53.9235036220224
-110.75,38.25,54.3353180921886
-110.75,38.75,53.8903689756439
-110.75,40.25,54.6475346378336
-110.75,40.75,51.8406942534517
-110.75,42.75,49.9865926952228
-110.75,43.25,54.673441163805
-110.75,43.75,53.6208803698008
-110.75,44.25,48.8516185594151
-110.75,51.25,36.748561958873
-110.75,51.75,35.7266337700095
-110.75,52.25,33.7272304233483
-110.75,52.75,33.9834518740014
-110.75,53.25,33.7416441100091
-110.75,53.75,33.8866146554861
-110.75,54.25,33.5595592421003
-110.75,54.75,31.3828668403151
-110.75,55.25,29.7657986028973
-110.75,55.75,28.6201094407943
-110.75,56.25,25.5366404709289
-110.75,59.25,20.6020117298268
-110.75,59.75,20.6438625925074
-110.25,29.25,46.6211134768444
-110.25,29.75,49.8496159828573
-110.25,30.25,51.1825179844742
-110.25,30.75,50.3267854274622
-110.25,32.75,50.8284551364156
-110.25,33.75,51.6206347550894
-110.25,34.25,52.0555924868267
-110.25,36.25,53.8774296325942
-110.25,36.75,54.5111864164329
-110.25,37.75,53.0745668031203
-110.25,38.25,56.1084494696697
-110.25,38.75,55.9553593373081
-110.25,39.25,51.7283881479241
-110.25,40.25,54.5536265313248
-110.25,40.75,54.458932081988
-110.25,42.75,50.4545735026009
-110.25,43.25,55.0379491687336
-110.25,43.75,54.4073610510152
-110.25,44.25,48.7523620862994
-110.25,45.75,45.2043533201775
-110.25,46.25,47.0632781794028
-110.25,46.75,45.8595236017312
-110.25,51.25,37.7434384598465
-110.25,51.75,36.0748290619236
-110.25,52.75,32.1053252277376
-110.25,53.25,33.1710412240808
-110.25,53.75,34.7366150001418
-110.25,54.25,32.548275948046
-110.25,54.75,28.4496097408417
-110.25,63.75,14.5051592848848
-110.25,67.25,12.8791967142246
-109.75,28.75,46.5083542547491
-109.75,30.25,47.9392482745858
-109.75,30.75,49.4845164382757
-109.75,31.25,49.7878724881051
-109.75,31.75,51.3812776735706
-109.75,32.25,51.8873427179452
