"element_id","position_mb","distance_mb","local_peak","distal_peak","re2g_score","abc_score","contact_frequency","nearby_activity","distance_scaled","tss_between","elements_between"
"E022",106.942077188529,0.0989228114709277,2.76398047070948e-07,7.87091484392313e-317,0.212870872248184,0.0509954935641533,0.017514229958027,40.0043974746156,0.508203051136255,0,28
"E023",106.951686014384,0.0893139856159593,4.50570265087851e-06,7.50683271162922e-291,0.0469783954103378,0.0197061502102614,0.0232035657112863,40.0083928129694,0.458838960642658,0,27
"E024",106.952322509941,0.0886774900592826,5.36649666821552e-06,3.60594087230104e-289,0.1113223691375,0.0689590681008888,0.0117594100263329,40.0134414801672,0.455569047675892,0,26
"E025",106.954671278372,0.086328721627595,1.01199657907913e-05,5.24749461969105e-283,0.163645923816196,0.0302357849343512,0.0242491084714092,40.0180064497269,0.443502555977493,0,25
"E026",106.956276343632,0.0847236563675011,1.54591167371048e-05,7.81994094873331e-279,0.092599501234804,0.0236255616994925,0.0194989367759515,40.0233140449953,0.435256742394928,0,24
"E027",106.959806357473,0.0811936425268556,3.81697020114729e-05,9.16389881324079e-270,0.0429240382839305,0.0157334955217843,0.014722967574668,40.0416311350333,0.417121756361939,0,23
"E028",106.962945739422,0.0780542605779999,8.25624018759859e-05,7.96342371161345e-262,0.189540857810592,0.0264949520093872,0.0118338497692827,40.0907340245004,0.400993590761233,0,22
"E029",106.963123012297,0.0778769877031351,8.61605476178141e-05,2.21742792244818e-261,0.0722752931815289,0.03319579623502,0.0141027622460985,40.0979890791583,0.400082874470922,0,21
"E030",106.963192095011,0.0778079049885179,8.76025247808559e-05,3.30418604869618e-261,0.116756535620937,0.0254152513728886,0.0140935186233878,40.1080998422539,0.399727971028256,0,20
"E031",106.964808512349,0.0761914876513146,0.000128632161362184,3.59389238794743e-257,0.0836133426546252,0.0261312566998571,0.01165300540654,40.1436100148251,0.391423837629078,0,19
"E032",106.966914097462,0.074085902538144,0.000209612831756694,5.83900202106667e-252,0.0845386970519205,0.0422207590446098,0.0101671846006649,40.222683729624,0.380606668535023,0,18
"E033",106.981311998013,0.0596880019865864,0.0040952465088261,9.20701398156351e-218,0.0613830859340831,0.0206316291586631,0.0122317955827009,44.3108031824343,0.306639330956791,0,17
"E034",106.988220280651,0.0527797193489903,0.0135832500132983,3.05345831581851e-202,0.111699440490382,0.0427087977272148,0.0162173933184268,54.2649786609198,0.27114892927558,0,16
"E035",106.990278572831,0.0507214271686962,0.0188704283617982,9.94911893126916e-198,0.0940857198819334,0.0381418634511986,0.0212972452803219,59.8219218820377,0.260574721460401,0,15
"E036",106.996853916217,0.0441460837833603,0.0494137876108569,1.18140452117551e-183,0.133061040737425,0.0727445620638441,0.0375956357359984,91.8893158688265,0.226794751795079,0,14
"E037",106.999671070147,0.0413289298526962,0.071652544730506,8.76903745745787e-178,0.122713747969316,0.0856258557713734,0.0295279199160732,115.235926450431,0.21232199064125,0,13
"E038",107.003466540724,0.0375334592759629,0.113720315490045,5.02101846932173e-170,0.144629239271887,0.103020074281114,0.0410194004415123,159.40972593062,0.192823255224084,0,12
"E039",107.005606787056,0.0353932129442711,0.14469207558413,9.97170908568817e-166,0.155784957175742,0.152929507720039,0.0612144910576205,191.928830380003,0.181828018637338,0,11
"E040",107.006361317597,0.0346386824026723,0.156985420106778,3.16825523923139e-164,0.135727161250111,0.148911029790509,0.0488456367585914,204.842713366694,0.177951716319256,0,10
"E041",107.008101361394,0.0328986386060706,0.188200468018421,8.68077016816014e-161,0.148354855962976,0.184973288226661,0.0518938005779569,237.61397173248,0.169012468097387,0,9
"E042",107.015637013558,0.0253629864416922,0.370568221362166,2.54003978076049e-146,0.251878589803302,0.303184116764263,0.0792405847121636,429.108963775779,0.13029903723858,0,8
"E043",107.017636433207,0.0233635667934919,0.430688253091232,1.34324521470207e-142,0.29146786062582,0.348527370176003,0.0932936278101751,492.229331420809,0.120027279384066,0,7
"E044",107.018689607419,0.0223103925809198,0.463875863543437,1.17484893402487e-140,0.467654970336558,0.376470323924163,0.117720120553746,527.070091631333,0.114616734129148,0,6
"E045",107.018894332331,0.0221056676693223,0.470431097289667,2.79188409306511e-140,0.317305861295994,0.414735711260127,0.101666535101108,533.95560328446,0.113564986577997,0,5
"E046",107.018958367743,0.0220416322573982,0.472487901965158,3.65910804823017e-140,0.307393196745889,0.382291232493605,0.0963732784265757,536.116073949194,0.113236012995092,0,4
"E047",107.021451094989,0.0195489050112627,0.554464440268742,1.25322947952081e-135,0.372336992520423,0.449632705632403,0.110520181242079,622.190809748075,0.100429951649891,0,3
"E048",107.028131436333,0.0128685636669417,0.774486191006839,7.60280324782291e-124,0.492357335554563,0.607549075332557,0.160925981079233,853.212994458665,0.0661105686548637,0,2
"E049",107.035192591008,0.00580740899219734,0.949284918617811,5.62765253654008e-112,0.690911543993537,0.741937401011566,0.182173928255325,1036.76601815278,0.0298348068069029,0,1
"E050",107.036370250452,0.00462974954768924,0.96746303947124,4.69217140578393e-110,0.576565089526537,0.790619703850871,0.192654149338943,1055.84666999658,0.0237847348973077,0,0
"E051",107.047813708391,0.00681370839103579,0.930860341894538,2.93248508950292e-92,0.654985184108548,0.727595170493515,0.186105224630796,1017.41878764787,0.0350045388155466,0,1
"E052",107.049379362501,0.00837936250120208,0.897309443945085,6.01378708280014e-90,0.558772629415501,0.704629186418163,0.172055047920397,982.183979193978,0.043047882751888,0,2
"E053",107.052097851653,0.0110978516526501,0.826905139225469,5.28611478354394e-86,0.504930947579829,0.650103467983543,0.166361885441818,908.254209124133,0.0570137664616601,0,3
"E054",107.054965040889,0.0139650408886354,0.74010704863101,6.11304942916962e-82,0.518121645376027,0.615317402343187,0.148109688690206,817.114294880912,0.0717435774753814,0,4
"E055",107.061526075993,0.0205260759927341,0.521949275159627,5.13852885018885e-73,0.327160626205734,0.422245296182671,0.108322071025001,588.052075205846,0.105450040210673,0,5
"E056",107.062672839835,0.0216728398352899,0.484390355965858,1.64966877977636e-71,0.357583039381438,0.38483553693161,0.0985533423199173,548.618309450547,0.111341389991919,0,6
"E057",107.06353461301,0.0225346130095403,0.45673335343174,2.18327477494005e-70,0.319329242595393,0.370967401984135,0.0994781625734915,519.572882691112,0.115768637358116,0,7
"E058",107.069699425027,0.0286994250267725,0.280529718184496,1.26514359302917e-62,0.319012176388129,0.246258828890657,0.0631073075789136,334.559943437597,0.147439555625129,0,8
"E059",107.070347621255,0.0293476212546295,0.264704746951871,7.79367581141317e-62,0.207444382128234,0.21709867026076,0.0694886245623368,317.946690675143,0.150769579265114,0,9
"E060",107.07746014135,0.0364601413495791,0.128547915543701,1.67084118249276e-53,0.147729022586803,0.132233194412676,0.0405402966791629,174.981514232072,0.187309224264827,0,10
"E061",107.08031025758,0.0393102575801265,0.0921150821167596,2.45540332770908e-50,0.127558555744448,0.093193340748049,0.0305476937418801,136.730736754537,0.201951324938268,0,11
"E062",107.080414428059,0.0394144280590183,0.0909566619306413,3.19172771502763e-50,0.189886853256667,0.118374471539084,0.0307060312358217,135.506789044247,0.202486487196841,0,12
"E063",107.084449789636,0.0434497896358437,0.0542907414934354,6.54103903429717e-46,0.148347280747767,0.0579250816379807,0.0257137862523192,97.021455207217,0.223217631361535,0,13
"E064",107.097547568996,0.0565475689955122,0.00719326267211639,2.86092978995433e-33,0.0995773333904386,0.0511881900310192,0.0128545009519761,47.5565285555054,0.290505765763671,0,14
"E065",107.105679042973,0.0646790429726281,0.00157133268990462,1.83257187531106e-26,0.122759690723655,0.0231944742365843,0.0113306615748302,41.6515885984611,0.332280153530843,0,15
"E066",107.106004430037,0.0650044300369927,0.001472269044368,3.30241912338885e-26,0.0659634480207699,0.0304389356948124,0.0166097150620969,41.5463146335488,0.33395178716571,0,16
"E067",107.108449601717,0.0674496017172999,0.000893151554587614,2.51189566584405e-24,0.0698797014756895,0.0161698149617147,0.0189185203467243,40.9516346718535,0.346513537989475,0,17
"E068",107.110921217091,0.0699212170913768,0.000528896935189108,1.69127214339283e-22,0.083566934870731,0.0159857612681338,0.0106497713641651,40.5675054377301,0.359211139843525,0,18
"E069",107.128349774107,0.0873497741073379,7.69711341974246e-06,1.06605723243816e-11,0.0864469422056285,0.038628626902942,0.0356269812333849,40.0150272218716,0.448748080016487,0,19
"E070",107.131442550812,0.0904425508119147,3.29457618937713e-06,3.64235946457452e-10,0.0737261265881926,0.0195741865135509,0.0101782206943391,40.006403871897,0.464636817248859,0,20
"E071",107.131958121303,0.0909581213034727,2.85179633948162e-06,6.39462621237283e-10,0.045797856847284,0.0191111223880894,0.0113595638806341,40.010375451863,0.467285493453969,0,21
"E072",107.138000320885,0.0970003208853285,4.94282907677514e-07,2.70037268348112e-07,0.0796057817508936,0.0380435828584003,0.0168594640618813,40.0143080040175,0.498326506314544,0,22
"E073",107.140338757224,0.0993387572243876,2.43369190235921e-07,2.13486220996867e-06,0.181400451314547,0.0274679466835018,0.0146969937375781,40.0144340784297,0.510339918233664,0,23
"E074",107.141287579909,0.100287579908965,1.81686052896633e-07,4.73040981486455e-06,0.120033031738562,0.02578135208921,0.018339524271699,40.0268463391393,0.51521437111384,0,24
"E075",107.14438262485,0.103382624849672,6.86821552065148e-08,5.32738630827387e-05,0.0925834744314591,0.0193449487434576,0.0138218796719286,40.1595187318746,0.531114761113709,0,25
"E076",107.145170552712,0.104170552711935,5.33629992612934e-08,9.45751375129555e-05,0.0798286889742331,0.0152492638760987,0.0253436929730068,40.2761117112871,0.535162637813966,0,26
"E077",107.150272210836,0.109272210836409,9.94130044370787e-09,0.00256130215736026,0.117247274331021,0.0286240688456661,0.0330360305884824,47.4287011287037,0.561371741519774,0,27
"E078",107.151274554767,0.110274554766718,7.07874735672516e-09,0.00449822646628605,0.0518663647130153,0.048626139791662,0.0234660967146299,53.0486934581291,0.566521152824375,0,28
"E079",107.162240230627,0.121240230627365,1.40763403929749e-10,0.344471513478162,0.300612842807764,0.0622899165346977,0.0184307754650425,1038.98252740273,0.622855883381334,0,29
"E080",107.164946546275,0.123946546275164,5.05558791912577e-11,0.601127248519123,0.244335848607834,0.0430989308660883,0.0199572113961523,1783.27810079283,0.636759227302707,0,30
"E081",107.166477588806,0.125477588806305,2.80435837320678e-11,0.752722703184176,0.376187342282568,0.0265522422511255,0.0205696504476354,2222.89761948556,0.644624758762799,0,31
"E082",107.166997169573,0.125997169572855,2.2922565656802e-11,0.800485528010428,0.317029867119165,0.0418510122588409,0.0107102182614459,2361.41081537326,0.647294037233014,0,32
"E083",107.168246883862,0.127246883861716,1.40654660676979e-11,0.900078861660254,0.285491644189875,0.07438540403671,0.0145243533601473,2650.23018468419,0.653714281514427,1,33
"E084",107.169617924802,0.128617924802001,8.18548785740455e-12,0.973819209528706,0.313270073097057,0.017886316819589,0.0292023187797686,2864.08675362385,0.660757825654801,1,34
"E085",107.182126511224,0.141126511223618,4.48417816030487e-14,0.179167518062731,0.122902990984409,0.0182642647068683,0.0151193330245428,559.59866765763,0.725019058128321,1,35
"E086",107.182999397404,0.14199939740449,3.06231587385425e-14,0.135362469429401,0.212078107529853,0.0302786498671951,0.0243973442190964,432.562985089483,0.729503397117658,1,36
"E087",107.191656828262,0.150656828261916,6.13730874294454e-16,0.00266793067088251,0.0992928255991935,0.0155458052920844,0.027433904510904,47.745365554866,0.773979819808473,1,37
"E088",107.194786326271,0.153786326270549,1.41070075243218e-16,0.00038657488211006,0.0523152273174054,0.0286827976638204,0.0118151448918716,41.1287263484566,0.790057207954478,1,38
"E089",107.195959254876,0.154959254875777,8.06730118890476e-17,0.000174727421767775,0.122997078849294,0.0286812887673684,0.0207946529201116,40.5100371062215,0.796082975793854,1,39
"E090",107.195971757416,0.15497175741568,8.01920411069286e-17,0.00017321902423843,0.168984306149481,0.0152767033905867,0.0135459998018185,40.5053746593917,0.796147205963126,1,40
"E091",107.210309292711,0.169309292711318,6.13867145795586e-20,4.78006998396895e-10,0.045130089132596,0.0154047480836894,0.0186569418862199,40.012650582924,0.869804424906589,1,41
"E092",107.211523425076,0.170523425076155,3.24747254282044e-20,1.24388568619546e-10,0.0908037147582206,0.0275721769793127,0.0239383178321742,40.0210768908063,0.876041871690788,1,42
"E093",107.21154456405,0.170544564049692,3.2115405306921e-20,1.21462913479554e-10,0.111910620594419,0.0175979093470946,0.0121180436045447,40.0160513291825,0.876150470412252,1,43
"E094",107.21723800512,0.176238005120311,1.52568527183781e-21,1.27101133487252e-13,0.0645733329314036,0.0634745374859208,0.0133296822337778,40.0152916825198,0.905399781875699,1,44
"E095",107.223709644526,0.182709644526241,4.23239723236913e-23,1.74430213318312e-17,0.0697128038007509,0.0483103351804642,0.0112400918109784,40.0104451937177,0.938646985862759,1,45
"E096",107.235652140025,0.194652140025042,4.03832617854813e-26,6.12915397128639e-26,0.125133857837036,0.0168415048284037,0.0171210948450266,40.0044014732278,1,1,46
