"PC1","PC2","probability","gibbs_energy"
0.0210059171597633,1.48761538461538,5.96070460272695e-08,11
0.0210059171597633,1.48807100591716,4.16761790990728e-08,11
0.0210059171597633,1.48852662721893,2.89195884208999e-08,11
0.0210059171597633,1.48898224852071,1.99160482559124e-08,11
0.0210059171597633,1.48943786982249,1.36118208985349e-08,11
0.0210059171597633,1.48989349112426,9.23269983097884e-09,11
0.0210059171597633,1.49034911242604,6.21498983105643e-09,11
0.0210059171597633,1.49080473372781,4.15196303880135e-09,11
0.0210059171597633,1.49126035502959,2.75278531946074e-09,11
0.0210059171597633,1.49171597633136,1.81135566999998e-09,11
0.0210059171597633,1.49217159763314,1.18292314813864e-09,11
0.0210059171597633,1.49262721893491,7.66728546295475e-10,11
0.0210059171597633,1.49308284023669,4.93255349035268e-10,11
0.0210059171597633,1.49353846153846,3.14964397926572e-10,11
0.0210059171597633,1.49399408284024,1.99630311362737e-10,11
0.0210059171597633,1.49444970414201,1.25598346046487e-10,11
0.0210059171597633,1.49490532544379,7.84425637470361e-11,11
0.0210059171597633,1.49536094674556,4.86349805283291e-11,11
0.0210059171597633,1.49581656804734,2.99360111392608e-11,11
0.0210059171597633,1.49627218934911,1.82939140294448e-11,11
0.0210059171597633,1.49672781065089,1.10995695593273e-11,11
0.0210059171597633,1.49718343195266,6.68669581888151e-12,11
0.0210059171597633,1.49763905325444,3.99983269599739e-12,11
0.0210059171597633,1.49809467455621,2.37583151453208e-12,11
0.0210059171597633,1.49855029585799,1.40136656409282e-12,11
0.0210059171597633,1.49900591715976,8.20860437152348e-13,11
0.0210059171597633,1.49946153846154,4.77516724350178e-13,11
0.0210059171597633,1.49991715976331,2.75887368769133e-13,11
0.0210059171597633,1.50037278106509,1.58315982851961e-13,11
0.0210059171597633,1.50082840236686,9.02398989245644e-14,11
0.0210059171597633,1.50128402366864,5.10966741212507e-14,11
0.0210059171597633,1.50173964497041,2.87447065765686e-14,11
0.0210059171597633,1.50219526627219,1.60680013737143e-14,11
0.0210059171597633,1.50265088757396,8.92678062460552e-15,11
0.0210059171597633,1.50310650887574,4.93035369947766e-15,11
0.0210059171597633,1.50356213017751,2.70815802777359e-15,11
0.0210059171597633,1.50401775147929,1.48012883521219e-15,11
0.0210059171597633,1.50447337278107,8.0545607227544e-16,11
0.0210059171597633,1.50492899408284,4.36794737069201e-16,11
0.0210059171597633,1.50538461538462,2.36315599211621e-16,11
0.0210059171597633,1.50584023668639,1.27733143903737e-16,11
0.0210059171597633,1.50629585798817,6.90994710798321e-17,11
0.0210059171597633,1.50675147928994,3.74905706133518e-17,11
0.0210059171597633,1.50720710059172,2.04503305991842e-17,11
0.0210059171597633,1.50766272189349,1.12449825057864e-17,11
0.0210059171597633,1.50811834319527,6.24971423584587e-18,11
0.0210059171597633,1.50857396449704,3.5193688329171e-18,11
0.0210059171597633,1.50902958579882,2.01185148514795e-18,11
0.0210059171597633,1.50948520710059,1.16873891008149e-18,11
0.0210059171597633,1.50994082840237,6.90017973644982e-19,11
0.0210059171597633,1.51039644970414,4.13639432672232e-19,11
0.0210059171597633,1.51085207100592,2.5132675936986e-19,11
0.0210059171597633,1.51130769230769,1.54421695374381e-19,11
0.0210059171597633,1.51176331360947,9.5702487416308e-20,11
0.0210059171597633,1.51221893491124,5.96742108810587e-20,11
0.0210059171597633,1.51267455621302,3.73502357935914e-20,11
0.0210059171597633,1.51313017751479,2.34192617517509e-20,11
0.0210059171597633,1.51358579881657,1.46860730384834e-20,11
0.0210059171597633,1.51404142011834,9.1984373141411e-21,11
0.0210059171597633,1.51449704142012,5.74842718805454e-21,11
0.0210059171597633,1.51495266272189,3.58152797856228e-21,11
0.0210059171597633,1.51540828402367,2.22339249045611e-21,11
0.0210059171597633,1.51586390532544,1.37468876946407e-21,11
0.0210059171597633,1.51631952662722,8.46247087273168e-22,11
0.0210059171597633,1.51677514792899,5.1855865530965e-22,11
0.0210059171597633,1.51723076923077,3.16256094626668e-22,11
0.0210059171597633,1.51768639053254,1.9194366634899e-22,11
0.0210059171597633,1.51814201183432,1.15923401816617e-22,11
0.0210059171597633,1.51859763313609,6.96642338931105e-23,11
0.0210059171597633,1.51905325443787,4.16558383625064e-23,11
0.0210059171597633,1.51950887573964,2.47833074367e-23,11
0.0210059171597633,1.51996449704142,1.46707541878371e-23,11
0.0210059171597633,1.5204201183432,8.64069606375626e-24,11
0.0210059171597633,1.52087573964497,5.0633896231869e-24,11
0.0210059171597633,1.52133136094675,2.95204328395104e-24,11
0.0210059171597633,1.52178698224852,1.71231653208898e-24,11
0.0210059171597633,1.5222426035503,9.8813223524696e-25,11
0.0210059171597633,1.52269822485207,5.67288472460342e-25,11
0.0210059171597633,1.52315384615385,3.23994322054072e-25,11
0.0210059171597633,1.52360946745562,1.84077492556812e-25,11
0.0210059171597633,1.5240650887574,1.04034638508372e-25,11
0.0210059171597633,1.52452071005917,5.84860701774324e-26,11
0.0210059171597633,1.52497633136095,3.27044415747816e-26,11
0.0210059171597633,1.52543195266272,1.8189601019465e-26,11
0.0210059171597633,1.5258875739645,1.00619951262955e-26,11
0.0210059171597633,1.52634319526627,5.53569619963414e-27,11
0.0210059171597633,1.52679881656805,3.02880291793202e-27,11
0.0210059171597633,1.52725443786982,1.64802880303871e-27,11
0.0210059171597633,1.5277100591716,8.9174207448442e-28,11
0.0210059171597633,1.52816568047337,4.79823573199448e-28,11
0.0210059171597633,1.52862130177515,2.56732407904597e-28,11
0.0210059171597633,1.52907692307692,1.36592691438207e-28,11
0.0210059171597633,1.5295325443787,7.22628088192059e-29,11
0.0210059171597633,1.52998816568047,3.80135107346463e-29,11
0.0210059171597633,1.53044378698225,1.98835687292638e-29,11
0.0210059171597633,1.53089940828402,1.03415032849812e-29,11
0.0210059171597633,1.5313550295858,5.34820571819322e-30,11
0.0210059171597633,1.53181065088757,2.75024906303626e-30,11
0.0210059171597633,1.53226627218935,1.40631323000091e-30,11
0.0210059171597633,1.53272189349112,7.15067352831303e-31,11
0.0210059171597633,1.5331775147929,3.61557509705153e-31,11
0.0210059171597633,1.53363313609467,1.817966371465e-31,11
0.0210059171597633,1.53408875739645,9.09047044558942e-32,11
0.0210059171597633,1.53454437869822,4.52058109769724e-32,11
0.0210059171597633,1.535,2.23576381098739e-32,11
0.0220118343195266,1.458,0.000177501817808558,11
0.0220118343195266,1.45845562130178,0.000199794048365756,11
0.0220118343195266,1.45891124260355,0.000223338404274114,11
0.0220118343195266,1.45936686390533,0.000247942456954843,11
0.0220118343195266,1.4598224852071,0.000273367324918152,11
0.0220118343195266,1.46027810650888,0.000299328541165645,11
0.0220118343195266,1.46073372781065,0.000325498643587318,11
0.0220118343195266,1.46118934911243,0.000351511644943051,11
0.0220118343195266,1.4616449704142,0.000376969468584205,11
0.0220118343195266,1.46210059171598,0.000401450344423842,11
0.0220118343195266,1.46255621301775,0.000424519049516994,11
0.0220118343195266,1.46301183431953,0.000445738754404816,11
0.0220118343195266,1.4634674556213,0.000464684108229642,11
0.0220118343195266,1.46392307692308,0.000480955072893834,11
0.0220118343195266,1.46437869822485,0.000494190910947698,11
0.0220118343195266,1.46483431952663,0.000504083655381854,11
0.0220118343195266,1.4652899408284,0.000510390352787516,10.9914853547165
0.0220118343195266,1.46574556213018,0.000512943382514799,10.9842503723111
0.0220118343195266,1.46620118343195,0.000511658217672327,10.9878878641879
0.0220118343195266,1.46665680473373,0.000506538108429668,11
0.0220118343195266,1.4671124260355,0.000497675328285903,11
0.0220118343195266,1.46756804733728,0.000485248819001878,11
0.0220118343195266,1.46802366863905,0.000469518284963785,11
0.0220118343195266,1.46847928994083,0.000450815005434172,11
0.0220118343195266,1.4689349112426,0.000429529835220283,11
0.0220118343195266,1.46939053254438,0.000406099033650728,11
0.0220118343195266,1.46984615384615,0.000380988684283755,11
0.0220118343195266,1.47030177514793,0.000354678533844328,11
0.0220118343195266,1.4707573964497,0.00032764608431786,11
0.0220118343195266,1.47121301775148,0.000300351718495426,11
0.0220118343195266,1.47166863905325,0.000273225533543482,11
0.0220118343195266,1.47212426035503,0.000246656410769998,11
0.0220118343195266,1.4725798816568,0.000220983677105408,11
0.0220118343195266,1.47303550295858,0.000196491530679215,11
0.0220118343195266,1.47349112426036,0.000173406224673565,11
0.0220118343195266,1.47394674556213,0.000151895843922767,11
0.0220118343195266,1.47440236686391,0.00013207237801797,11
0.0220118343195266,1.47485798816568,0.000113995699736062,11
0.0220118343195266,1.47531360946746,9.76790012361058e-05,11
0.0220118343195266,1.47576923076923,8.30952217160434e-05,11
0.0220118343195266,1.47622485207101,7.01840150323113e-05,11
0.0220118343195266,1.47668047337278,5.885884781621e-05,11
0.0220118343195266,1.47713609467456,4.90138802336408e-05,11
0.0220118343195266,1.47759171597633,4.05303547299149e-05,11
0.0220118343195266,1.47804733727811,3.32822953467194e-05,11
0.0220118343195266,1.47850295857988,2.71413950515143e-05,11
0.0220118343195266,1.47895857988166,2.19810360169611e-05,11
0.0220118343195266,1.47941420118343,1.76794446065567e-05,11
0.0220118343195266,1.47986982248521,1.41220272330942e-05,11
0.0220118343195266,1.48032544378698,1.12029649276182e-05,11
0.0220118343195266,1.48078106508876,8.82616415884811e-06,11
0.0220118343195266,1.48123668639053,6.90567071236396e-06,11
0.0220118343195266,1.48169230769231,5.36565424627897e-06,11
0.0220118343195266,1.48214792899408,4.14006560297824e-06,11
0.0220118343195266,1.48260355029586,3.17205911160787e-06,11
0.0220118343195266,1.48305917159763,2.41325976481988e-06,11
0.0220118343195266,1.48351479289941,1.82294177315962e-06,11
0.0220118343195266,1.48397041420118,1.36717171498539e-06,11
0.0220118343195266,1.48442603550296,1.01795709174378e-06,11
0.0220118343195266,1.48488165680473,7.52430051515301e-07,11
0.0220118343195266,1.48533727810651,5.52086599396289e-07,11
0.0220118343195266,1.48579289940828,4.02093830571347e-07,11
0.0220118343195266,1.48624852071006,2.90671534079684e-07,11
0.0220118343195266,1.48670414201183,2.08549777323591e-07,11
0.0220118343195266,1.48715976331361,1.4850060748346e-07,11
0.0220118343195266,1.48761538461538,1.04939596539419e-07,11
0.0220118343195266,1.48807100591716,7.35914160065247e-08,11
0.0220118343195266,1.48852662721893,5.12127750878312e-08,11
0.0220118343195266,1.48898224852071,3.53657314822619e-08,11
0.0220118343195266,1.48943786982249,2.42344497095386e-08,11
0.0220118343195266,1.48989349112426,1.64788219819601e-08,11
0.0220118343195266,1.49034911242604,1.11188867594107e-08,11
0.0220118343195266,1.49080473372781,7.44460460063576e-09,11
0.0220118343195266,1.49126035502959,4.94622110602052e-09,11
0.0220118343195266,1.49171597633136,3.26111869296125e-09,11
0.0220118343195266,1.49217159763314,2.13370130393346e-09,11
0.0220118343195266,1.49262721893491,1.38544810167231e-09,11
0.0220118343195266,1.49308284023669,8.92801516992064e-10,11
0.0220118343195266,1.49353846153846,5.71016200438591e-10,11
0.0220118343195266,1.49399408284024,3.6248809961289e-10,11
0.0220118343195266,1.49444970414201,2.28410269749921e-10,11
0.0220118343195266,1.49490532544379,1.42869716903043e-10,11
0.0220118343195266,1.49536094674556,8.87144897241802e-11,11
0.0220118343195266,1.49581656804734,5.46898178572879e-11,11
0.0220118343195266,1.49627218934911,3.34737109639461e-11,11
0.0220118343195266,1.49672781065089,2.03429751662798e-11,11
0.0220118343195266,1.49718343195266,1.22762458875821e-11,11
0.0220118343195266,1.49763905325444,7.35671238796052e-12,11
0.0220118343195266,1.49809467455621,4.37819267811834e-12,11
0.0220118343195266,1.49855029585799,2.58775982802434e-12,11
0.0220118343195266,1.49900591715976,1.51913302075581e-12,11
0.0220118343195266,1.49946153846154,8.85799387425999e-13,11
0.0220118343195266,1.49991715976331,5.13060941574967e-13,11
0.0220118343195266,1.50037278106509,2.95206296089755e-13,11
0.0220118343195266,1.50082840236686,1.68748302436867e-13,11
0.0220118343195266,1.50128402366864,9.58412249109085e-14,11
0.0220118343195266,1.50173964497041,5.40901814760402e-14,11
0.0220118343195266,1.50219526627219,3.03395383922504e-14,11
0.0220118343195266,1.50265088757396,1.69168514607971e-14,11
0.0220118343195266,1.50310650887574,9.37948500251802e-15,11
0.0220118343195266,1.50356213017751,5.17321881247488e-15,11
0.0220118343195266,1.50401775147929,2.83986305942592e-15,11
0.0220118343195266,1.50447337278107,1.55273287308816e-15,11
0.0220118343195266,1.50492899408284,8.46374093986667e-16,11
0.0220118343195266,1.50538461538462,4.60483361917349e-16,11
0.0220118343195266,1.50584023668639,2.50441853140627e-16,11
0.0220118343195266,1.50629585798817,1.36409820893817e-16,11
0.0220118343195266,1.50675147928994,7.45732520347369e-17,11
0.0220118343195266,1.50720710059172,4.10201495993852e-17,11
0.0220118343195266,1.50766272189349,2.27632990336706e-17,11
0.0220118343195266,1.50811834319527,1.27767469267216e-17,11
0.0220118343195266,1.50857396449704,7.26990592824101e-18,11
0.0220118343195266,1.50902958579882,4.20008319252559e-18,11
0.0220118343195266,1.50948520710059,2.46557664734178e-18,11
0.0220118343195266,1.50994082840237,1.47023339689679e-18,11
0.0220118343195266,1.51039644970414,8.89462321493049e-19,11
0.0220118343195266,1.51085207100592,5.44867798665481e-19,11
0.0220118343195266,1.51130769230769,3.37160079108068e-19,11
0.0220118343195266,1.51176331360947,2.10213472685143e-19,11
0.0220118343195266,1.51221893491124,1.31736003678399e-19,11
0.0220118343195266,1.51267455621302,8.27975182180113e-20,11
0.0220118343195266,1.51313017751479,5.20942950072621e-20,11
0.0220118343195266,1.51358579881657,3.27613917365898e-20,11
0.0220118343195266,1.51404142011834,2.05689213215385e-20,11
0.0220118343195266,1.51449704142012,1.28805872451983e-20,11
0.0220118343195266,1.51495266272189,8.03956338699833e-21,11
0.0220118343195266,1.51540828402367,4.99895698324587e-21,11
0.0220118343195266,1.51586390532544,3.09539549071698e-21,11
0.0220118343195266,1.51631952662722,1.90822591634916e-21,11
0.0220118343195266,1.51677514792899,1.17096212054813e-21,11
0.0220118343195266,1.51723076923077,7.1516087209279e-22,11
0.0220118343195266,1.51768639053254,4.34689755256596e-22,11
0.0220118343195266,1.51814201183432,2.62935658892104e-22,11
0.0220118343195266,1.51859763313609,1.58271239104907e-22,11
0.0220118343195266,1.51905325443787,9.48047176719421e-23,11
0.0220118343195266,1.51950887573964,5.65104551425816e-23,11
0.0220118343195266,1.51996449704142,3.35192775853269e-23,11
0.0220118343195266,1.5204201183432,1.97843966588537e-23,11
0.0220118343195266,1.52087573964497,1.1620021077361e-23,11
0.0220118343195266,1.52133136094675,6.79107119269845e-24,11
0.0220118343195266,1.52178698224852,3.94916769798019e-24,11
0.0220118343195266,1.5222426035503,2.28504458202787e-24,11
0.0220118343195266,1.52269822485207,1.31549362036631e-24,11
0.0220118343195266,1.52315384615385,7.53474241333876e-25,11
0.0220118343195266,1.52360946745562,4.293506002135e-25,11
0.0220118343195266,1.5240650887574,2.43386404029663e-25,11
0.0220118343195266,1.52452071005917,1.37244933975915e-25,11
0.0220118343195266,1.52497633136095,7.69815053310046e-26,11
0.0220118343195266,1.52543195266272,4.29477537913165e-26,11
0.0220118343195266,1.5258875739645,2.38304650366665e-26,11
0.0220118343195266,1.52634319526627,1.31503474174481e-26,11
0.0220118343195266,1.52679881656805,7.21656124848801e-27,11
0.0220118343195266,1.52725443786982,3.93812031425963e-27,11
0.0220118343195266,1.5277100591716,2.13694041050833e-27,11
0.0220118343195266,1.52816568047337,1.15298063581078e-27,11
0.0220118343195266,1.52862130177515,6.18531430138227e-28,11
0.0220118343195266,1.52907692307692,3.29912298082051e-28,11
0.0220118343195266,1.5295325443787,1.74953267313397e-28,11
0.0220118343195266,1.52998816568047,9.22413108247725e-29,11
0.0220118343195266,1.53044378698225,4.83509552750015e-29,11
