"cell_type","compartment","at_content"
"Exc","Active",0.569962517368221
"Exc","Active",0.581183255114485
"Exc","Active",0.579936386129762
"Exc","Active",0.586352268524047
"Exc","Active",0.561464932671162
"Exc","Active",0.53048757455995
"Exc","Active",0.54775972398548
"Exc","Active",0.606380445665686
"Exc","Active",0.570827076372659
"Exc","Active",0.584297248984549
"Exc","Active",0.567724274108808
"Exc","Active",0.6161863196756
"Exc","Repressive",0.62198321180397
"Exc","Repressive",0.652951366922989
"Exc","Repressive",0.61331016798976
"Exc","Repressive",0.623533343858765
"Exc","Repressive",0.613921781311615
"Exc","Repressive",0.603436314859993
"Exc","Repressive",0.635113972089989
"Exc","Repressive",0.635864368160928
"Exc","Repressive",0.630772455836049
"Exc","Repressive",0.606242435522842
"Exc","Repressive",0.605529173057719
"Exc","Repressive",0.63197704291915
"Exc","Repressive",0.625005268603932
"Exc","Repressive",0.597744695356653
"Exc","Repressive",0.647745510637732
"Exc","Repressive",0.592443394681767
"Exc","Repressive",0.641916846001243
"Exc","Repressive",0.637550878806788
"Exc","Repressive",0.607050036284042
"Exc","Repressive",0.638410834798403
"Exc","Repressive",0.632913210143857
"Exc","Repressive",0.634897971942144
"Exc","Repressive",0.58457842677229
"Exc","Repressive",0.608184826342001
"Exc","Repressive",0.570465107263889
"Exc","Repressive",0.62833783465977
"Exc","Repressive",0.652209475564898
"Exc","Repressive",0.591912350111195
"Exc","Repressive",0.630892471124184
"Exc","Repressive",0.620285315115175
"Exc","Repressive",0.65895880070639
"Exc","Repressive",0.619058735774064
"Exc","Repressive",0.632002191878429
"Exc","Repressive",0.601858622103842
"Exc","Repressive",0.609909527925832
"Exc","Repressive",0.646325885655039
"Exc","Repressive",0.652447643464521
"Exc","Repressive",0.611748485429275
"Exc","Repressive",0.634197924784318
"Exc","Repressive",0.623827810200967
"Exc","Repressive",0.665372988155777
"Exc","Repressive",0.66366785295466
"Exc","Repressive",0.61605119445726
"Exc","Repressive",0.639971928946451
"Exc","Repressive",0.641370439328804
"Exc","Repressive",0.616449003495928
"Exc","Repressive",0.625900165505042
"Exc","Repressive",0.628040629087842
"Exc","Repressive",0.640641121166049
"Exc","Repressive",0.671701411056934
"Exc","Repressive",0.624576902073321
"Exc","Repressive",0.598360801942041
"Exc","Repressive",0.610222231896754
"Exc","Repressive",0.604155985357484
"Exc","Repressive",0.613230588757775
"Exc","Repressive",0.627027666654669
"Exc","Repressive",0.613976485951938
"Exc","Repressive",0.599696133486657
"Exc","Repressive",0.645861747068047
"Exc","Repressive",0.644320888425559
"Exc","Repressive",0.622847190255074
"Exc","Repressive",0.651489751687078
"Exc","Repressive",0.664335478226543
"Exc","Repressive",0.624512383595045
"Exc","Repressive",0.624514038017808
"Exc","Repressive",0.559916422961331
"Exc","Repressive",0.670759780221362
"Exc","Repressive",0.667231686906963
"Exc","Repressive",0.625776290211654
"Exc","Repressive",0.647159724158487
"Exc","Repressive",0.603691319898887
"Exc","Repressive",0.610382933689628
"Exc","Repressive",0.651273740099519
"Exc","Repressive",0.663916242737467
"Exc","Repressive",0.62765308942613
"Exc","Repressive",0.621363271633031
"Exc","Repressive",0.661231724432986
"Exc","Repressive",0.649179593090889
"Exc","Repressive",0.666368484379977
"Exc","Repressive",0.608941838319701
"Exc","Repressive",0.637676583774156
"Exc","Repressive",0.624785754101198
"Exc","Repressive",0.575827580537039
"Exc","Repressive",0.627062767327501
"Exc","Repressive",0.638168257733854
"Exc","Repressive",0.667262365694181
"Exc","Repressive",0.666694335724309
"Exc","Repressive",0.634661209629188
"Exc","Repressive",0.611702079478656
"Exc","Repressive",0.626190250779413
"Exc","Repressive",0.612576099287132
"Exc","Repressive",0.648444104467594
"Exc","Repressive",0.596866867696495
"Exc","Repressive",0.607571118098607
"Exc","Repressive",0.647675029676946
"Exc","Repressive",0.680433246773057
"Exc","Repressive",0.586253774071522
"Exc","Repressive",0.616102738079871
"Exc","Repressive",0.590085545819811
"Exc","Repressive",0.659125260870216
"Exc","Repressive",0.587709045907296
"Exc","Repressive",0.633730072596667
"Exc","Repressive",0.61542737881322
"Exc","Repressive",0.629643251337569
"Exc","Repressive",0.62301063750673
"Exc","Repressive",0.587791777846973
"Exc","Repressive",0.610278667400437
"Exc","Repressive",0.594740645325412
"Exc","Repressive",0.624114523437695
"Exc","Repressive",0.680657054126809
"Exc","Repressive",0.635370999448143
"Exc","Repressive",0.599497062332763
"Exc","Repressive",0.666965522159493
"Exc","Repressive",0.636983357930513
"Exc","Repressive",0.628659474665628
"Exc","Repressive",0.615556282934391
"Exc","Repressive",0.600002565860752
"Exc","Repressive",0.613053372467234
"Exc","Repressive",0.613013149748713
"Exc","Repressive",0.639102026691248
"Exc","Repressive",0.59837434076096
"Exc","Repressive",0.568184131334553
"Exc","Repressive",0.597112945280276
"Exc","Repressive",0.611677305560295
"Exc","Repressive",0.625073832150897
"Exc","Repressive",0.642994747847251
"Exc","Repressive",0.621753523777124
"Exc","Repressive",0.670674904237072
"Exc","Repressive",0.630759546861206
"Exc","Repressive",0.650230232726957
"Exc","Repressive",0.630832965393773
"Exc","Repressive",0.625356872588473
"Exc","Repressive",0.605148014147364
"Exc","Repressive",0.598602993661518
"Exc","Repressive",0.619183562344413
"Exc","Repressive",0.649239267051373
"Exc","Repressive",0.622741476808901
"Exc","Repressive",0.67588489233192
"Exc","Repressive",0.595395677512244
"Exc","Repressive",0.656323980653706
"Exc","Repressive",0.58716363389733
"Exc","Repressive",0.669122785467793
"Exc","Repressive",0.63254258010456
"Exc","Repressive",0.595150601292695
"Exc","Repressive",0.626511344413302
"Exc","Repressive",0.646159953314743
"Exc","Repressive",0.626601511879318
"Exc","Repressive",0.583649382531398
"Exc","Repressive",0.606485858570967
"Exc","Repressive",0.624126642492714
"Exc","Repressive",0.616200516118232
"Exc","Repressive",0.614220678656373
"Exc","Repressive",0.661651210090131
"Exc","Repressive",0.684840064014275
"Exc","Repressive",0.595792407546708
"Exc","Repressive",0.647842358621271
"Exc","Repressive",0.623476604083224
"Exc","Repressive",0.605604282601771
"Exc","Repressive",0.633110315715162
"Exc","Repressive",0.623827382448352
"Exc","Repressive",0.612538460550985
"Exc","Repressive",0.661737460403152
"Exc","Repressive",0.672348055962194
"Exc","Repressive",0.614070732869925
"Exc","Repressive",0.619720906223892
"Exc","Repressive",0.597731118146545
"Exc","Repressive",0.592142353116713
"Exc","Repressive",0.620933193759587
"Exc","Repressive",0.646630073329678
"Exc","Repressive",0.604659809717974
"Exc","Repressive",0.627068542448393
"Exc","Repressive",0.583986215141349
"Exc","Repressive",0.670991493088803
"Exc","Repressive",0.650701000364053
"Exc","Repressive",0.663955074853997
"Exc","Repressive",0.571342880420635
"Exc","Repressive",0.595750366035174
"Exc","Repressive",0.622389442902959
"Exc","Repressive",0.615484313337598
"Exc","Repressive",0.648196840764026
"Exc","Repressive",0.626116781700697
"Exc","Repressive",0.611899643940281
"Exc","Repressive",0.63857988401179
"Exc","Repressive",0.64797178269823
"Exc","Repressive",0.643892268222529
"Exc","Repressive",0.635786707187381
"Exc","Repressive",0.647725208138775
"Exc","Repressive",0.626327865517171
"Exc","Repressive",0.659246570313336
"Exc","Repressive",0.629601159715889
"Exc","Repressive",0.630797518933307
"Exc","Repressive",0.587050690596851
"Exc","Repressive",0.614824243049243
"Exc","Repressive",0.643604820415249
"Exc","Repressive",0.596843008523509
"Exc","Repressive",0.61701789558644
"Exc","Repressive",0.637207327320484
"Exc","Repressive",0.641400723848944
"Exc","Repressive",0.599970886024786
"Exc","Repressive",0.631222656884038
"Exc","Repressive",0.610627525106181
"Exc","Repressive",0.626842694351544
"Exc","Repressive",0.636516363821269
"Exc","Repressive",0.602314495388534
"Exc","Repressive",0.609571298383118
"Exc","Repressive",0.594460137876909
"Exc","Repressive",0.623094936202046
"Exc","Repressive",0.574885492642008
"Exc","Repressive",0.640820781346095
"Exc","Repressive",0.606780253261081
"Exc","Repressive",0.586235376106034
"Exc","Repressive",0.601985005642275
"Exc","Repressive",0.577827951204929
"Exc","Repressive",0.622059348886319
"Exc","Repressive",0.642558669890669
"Exc","Repressive",0.561438637276365
"Exc","Repressive",0.619905697207868
"Exc","Repressive",0.639457708487169
"Exc","Repressive",0.641678357597598
"Exc","Repressive",0.635822488522934
"Inh","Active",0.572803486802871
"Inh","Active",0.590555621533074
"Inh","Active",0.597623178400105
"Inh","Active",0.597404507596808
"Inh","Active",0.569634870476016
"Inh","Active",0.593617022997963
"Inh","Active",0.550680896015379
"Inh","Active",0.591374927074525
"Inh","Active",0.590575437663415
"Inh","Active",0.553893022769807
"Inh","Active",0.577067121696793
"Inh","Active",0.62477217029709
"Inh","Active",0.545927719490182
"Inh","Active",0.59576094152337
"Inh","Active",0.541912964246012
"Inh","Active",0.579808131501362
"Inh","Active",0.608459745069653
"Inh","Active",0.588468757482136
"Inh","Active",0.579433100960221
"Inh","Active",0.576117598516886
"Inh","Active",0.575286643718056
"Inh","Active",0.551430739198571
"Inh","Active",0.584763519752634
"Inh","Active",0.578127557818274
"Inh","Active",0.571456312327253
"Inh","Active",0.578969987636859
"Inh","Active",0.539380935239339
"Inh","Active",0.605165523002906
"Inh","Active",0.603146308947804
"Inh","Active",0.644188246715766
"Inh","Active",0.57787605571601
"Inh","Active",0.526976509911192
"Inh","Active",0.564508107275203
"Inh","Active",0.577250544962528
"Inh","Active",0.537054193374874
"Inh","Active",0.602803631107185
"Inh","Active",0.584510098239958
"Inh","Active",0.545469931482123
"Inh","Active",0.604426397952747
"Inh","Active",0.562685580783592
"Inh","Active",0.515254956051399
"Inh","Active",0.623603853986211
"Inh","Active",0.569087383877058
"Inh","Active",0.568222438351119
"Inh","Active",0.536233018535938
"Inh","Active",0.595940813085129
"Inh","Active",0.514917155866232
"Inh","Active",0.557352075433079
"Inh","Active",0.550780414366393
"Inh","Active",0.571303069663478
"Inh","Active",0.575262972839814
"Inh","Active",0.571078781683386
"Inh","Active",0.523749174880762
"Inh","Active",0.606979352169044
"Inh","Active",0.594387819555082
"Inh","Active",0.570951359262707
"Inh","Active",0.620115368381405
"Inh","Active",0.566893557456599
"Inh","Active",0.578244781350199
"Inh","Active",0.565378493841398
"Inh","Active",0.63123524782522
"Inh","Active",0.572026869745651
"Inh","Active",0.567072972174466
"Inh","Active",0.573494537037552
"Inh","Active",0.640397556997343
"Inh","Active",0.614932953678738
"Inh","Active",0.635195240937556
"Inh","Active",0.608288032405751
"Inh","Active",0.577263896832724
"Inh","Active",0.577464599959675
"Inh","Active",0.579350265203095
"Inh","Active",0.587744909503993
"Inh","Active",0.605177308078987
"Inh","Active",0.569607649209869
"Inh","Active",0.624088609844511
"Inh","Active",0.617424436482834
"Inh","Active",0.595945926678438
"Inh","Active",0.593039395657514
"Inh","Active",0.612277316575283
"Inh","Active",0.564415875907901
"Inh","Active",0.600897167655977
"Inh","Active",0.535920883818739
"Inh","Active",0.585191792771442
"Inh","Active",0.548599576996181
"Inh","Active",0.5796823526009
"Inh","Active",0.530319441646296
"Inh","Active",0.604316002728228
"Inh","Active",0.632431249624529
"Inh","Active",0.547606116646368
"Inh","Active",0.590335711065225
"Inh","Active",0.649760188761188
"Inh","Active",0.606684401669193
"Inh","Active",0.627670718988236
"Inh","Active",0.54253437676253
"Inh","Active",0.588875382264881
"Inh","Active",0.587535693455477
"Inh","Active",0.628428235824953
"Inh","Active",0.558113755651942
"Inh","Active",0.584611654973204
"Inh","Active",0.569464241121184
"Inh","Active",0.629046169880097
"Inh","Active",0.622282207729191
"Inh","Active",0.597286584103109
"Inh","Active",0.570312805827543
"Inh","Active",0.562517407340082
"Inh","Active",0.615964953442633
"Inh","Active",0.587201435038467
"Inh","Active",0.650811508587591
"Inh","Active",0.586152422033246
"Inh","Active",0.581717791806172
"Inh","Active",0.516636148859113
"Inh","Active",0.587632349695874
"Inh","Active",0.630748706496266
"Inh","Active",0.547193448604793
"Inh","Active",0.576394871349089
"Inh","Active",0.52385436218751
"Inh","Active",0.56801368989262
"Inh","Active",0.526479201521253
"Inh","Active",0.548040584368911
"Inh","Active",0.596923152102087
"Inh","Active",0.60447227267268
"Inh","Active",0.634105593355366
"Inh","Active",0.608370717007432
"Inh","Active",0.559126434181144
"Inh","Active",0.569164143319222
"Inh","Active",0.595519496897931
"Inh","Active",0.555745058986458
"Inh","Active",0.598538178331928
"Inh","Active",0.579134178385843
"Inh","Active",0.597743475645535
"Inh","Active",0.625898964245579
"Inh","Active",0.529271894147758
"Inh","Active",0.571744692459955
"Inh","Active",0.592242794092958
"Inh","Active",0.56163613636458
"Inh","Active",0.595162085907933
"Inh","Active",0.511203857103014
"Inh","Active",0.551302071582971
"Inh","Active",0.608667804026355
"Inh","Active",0.651561929297498
"Inh","Active",0.628051457996249
"Inh","Active",0.555647459900622
"Inh","Active",0.537668105627713
"Inh","Active",0.589677278570013
"Inh","Active",0.554175767435306
"Inh","Active",0.571644467085703
"Inh","Active",0.556382795903813
"Inh","Active",0.51883648782607
"Inh","Active",0.61080005067436
"Inh","Active",0.58649370459503
"Inh","Active",0.604827825718687
"Inh","Active",0.601162206671683
"Inh","Active",0.573494951686845
"Inh","Active",0.593391933578423
"Inh","Active",0.570045518028379
"Inh","Active",0.624303750365838
"Inh","Active",0.654639589014879
"Inh","Active",0.522237995103195
"Inh","Active",0.605473448835954
"Inh","Active",0.589497599839951
"Inh","Active",0.620710203493891
"Inh","Active",0.585667231525309
"Inh","Active",0.614781717445944
"Inh","Active",0.581525161788401
"Inh","Active",0.559455546829445
"Inh","Active",0.589591412436217
"Inh","Active",0.567862850220667
"Inh","Active",0.628706384616567
"Inh","Active",0.555298823385541
"Inh","Active",0.604951822313302
"Inh","Active",0.57148435320275
"Inh","Active",0.618013898862295
"Inh","Active",0.568823736198246
"Inh","Active",0.594989253733835
"Inh","Active",0.598129743064037
"Inh","Active",0.591694071150566
"Inh","Active",0.546518450816178
"Inh","Active",0.535345764778744
"Inh","Active",0.573153644089098
"Inh","Active",0.57471543860208
"Inh","Active",0.606824442744938
"Inh","Active",0.559009140470007
"Inh","Active",0.616580627753451
"Inh","Active",0.548495685992186
"Inh","Active",0.584987045503301
"Inh","Active",0.561606594382535
"Inh","Active",0.563547754853754
"Inh","Active",0.632589546260724
"Inh","Active",0.587824253781838
"Inh","Active",0.538274524495944
"Inh","Active",0.563638235687119
"Inh","Active",0.560104020496235
"Inh","Active",0.508178609403163
"Inh","Active",0.609274121195302
"Inh","Active",0.603166565668573
"Inh","Active",0.586065219199942
"Inh","Active",0.538847179175743
"Inh","Active",0.580477258290027
"Inh","Active",0.579315964677555
"Inh","Active",0.578641995403396
"Inh","Active",0.608634463531784
"Inh","Active",0.563019119429505
"Inh","Active",0.589954141209756
"Inh","Active",0.623121740453105
"Inh","Active",0.642189183390459
"Inh","Active",0.60205135652114
"Inh","Active",0.628231243253581
"Inh","Active",0.577252352932761
"Inh","Active",0.546186266103427
"Inh","Active",0.596084154173465
"Inh","Active",0.603091496318283
"Inh","Active",0.553198785118961
"Inh","Active",0.601857362574189
"Inh","Active",0.53194112391579
"Inh","Active",0.573698954486516
"Inh","Active",0.590572554745514
"Inh","Active",0.548875988824815
"Inh","Active",0.604779082262974
"Inh","Active",0.538772518269773
"Inh","Active",0.558532240876466
"Inh","Repressive",0.628745113439728
"Inh","Repressive",0.657007885713066
"Inh","Repressive",0.629719343878929
"Inh","Repressive",0.622955985530616
"Inh","Repressive",0.643058829080827
"Inh","Repressive",0.653363301185749
"Inh","Repressive",0.640718962389351
"Inh","Repressive",0.604441797614114
"Inh","Repressive",0.611920047317902
"Inh","Repressive",0.638321062713435
"Inh","Repressive",0.620898558895838
"Inh","Repressive",0.638271974120464
"Inh","Repressive",0.663285653016808
"Inh","Repressive",0.644162508597009
"Inh","Repressive",0.621485498619541
"Inh","Repressive",0.602140288444502
"Inh","Repressive",0.612641051359931
"Inh","Repressive",0.590838635008027
"Inh","Repressive",0.600091696815175
"Inh","Repressive",0.616505425742829
"Inh","Repressive",0.597858259401858
"Inh","Repressive",0.62352359848183
"Inh","Repressive",0.620779598530208
"Inh","Repressive",0.620597871659877
"Inh","Repressive",0.64855874904946
"Inh","Repressive",0.594981682714609
"Inh","Repressive",0.612179306360554
"Inh","Repressive",0.621372882771488
"Inh","Repressive",0.580477099828712
"Inh","Repressive",0.582091751846203
"Inh","Repressive",0.610497582642308
"Inh","Repressive",0.632126584597502
"Inh","Repressive",0.62479727290495
"Inh","Repressive",0.62792122699355
"Inh","Repressive",0.663843276279095
"Inh","Repressive",0.624880721808884
"Inh","Repressive",0.597335782792667
"Inh","Repressive",0.613811293687536
"Inh","Repressive",0.641447648269603
"Inh","Repressive",0.596140434250035
"Inh","Repressive",0.650023966251319
"Inh","Repressive",0.6228640118379
"Inh","Repressive",0.618478351690419
"Inh","Repressive",0.623021795922903
"Inh","Repressive",0.615445519051706
"Inh","Repressive",0.588754179520503
"Inh","Repressive",0.6401459283338
"Inh","Repressive",0.588304224674613
"Inh","Repressive",0.63994029220175
"Inh","Repressive",0.62929931355754
"Inh","Repressive",0.587381145152237
"Inh","Repressive",0.635403772658174
"Inh","Repressive",0.615120874638672
"Inh","Repressive",0.62600379815019
"Inh","Repressive",0.658058832191103
"Inh","Repressive",0.615990826758377
"Inh","Repressive",0.634882531323327
"Inh","Repressive",0.624379535548732
"Inh","Repressive",0.616528479134735
"Inh","Repressive",0.643992129382427
"Inh","Repressive",0.615331006076626
"Inh","Repressive",0.635661855644643
"Inh","Repressive",0.640301962511355
"Inh","Repressive",0.612259896393437
"Inh","Repressive",0.59796571428464
"Inh","Repressive",0.620495520349526
"Inh","Repressive",0.632079827579698
"Inh","Repressive",0.606006315811232
"Inh","Repressive",0.629944477009856
"Inh","Repressive",0.64479924747064
"Inh","Repressive",0.616507942179511
"Inh","Repressive",0.598299854391395
"Inh","Repressive",0.592093893970675
"Inh","Repressive",0.666014751535608
"Inh","Repressive",0.6186830481099
"Inh","Repressive",0.645234205114906
"Inh","Repressive",0.588567509876099
"Inh","Repressive",0.636487286514034
"Inh","Repressive",0.588068787943836
"Inh","Repressive",0.616319707161327
"Inh","Repressive",0.64578444681428
"Inh","Repressive",0.622628704976739
"Inh","Repressive",0.606653304923986
"Inh","Repressive",0.620264906804043
"Inh","Repressive",0.62830613250147
"Inh","Repressive",0.6339700996042
"Inh","Repressive",0.598169383075195
"Inh","Repressive",0.61059115591298
"Inh","Repressive",0.643325762406766
"Inh","Repressive",0.645454519449485
"Inh","Repressive",0.657809580689698
"Inh","Repressive",0.640811658848386
"Inh","Repressive",0.606440828845895
"Inh","Repressive",0.612735397446413
"Inh","Repressive",0.631903941411876
"Inh","Repressive",0.645660354394814
"Inh","Repressive",0.607216248929382
"Inh","Repressive",0.611262558544023
"Inh","Repressive",0.62172351787919
"Inh","Repressive",0.636635191969852
"Inh","Repressive",0.619800218287277
"Inh","Repressive",0.632827039647496
"Inh","Repressive",0.614302142997664
"Inh","Repressive",0.632076751124783
"Inh","Repressive",0.613741014149953
"Inh","Repressive",0.6517088462252
"Inh","Repressive",0.590691499887074
"Inh","Repressive",0.646231871045388
"Inh","Repressive",0.606579826873287
"Inh","Repressive",0.645089161264978
"Inh","Repressive",0.619822745126244
"Inh","Repressive",0.662502427964933
"Inh","Repressive",0.623964041027219
"Inh","Repressive",0.610842557560439
"Inh","Repressive",0.63186600757126
"Inh","Repressive",0.663915488781448
"Inh","Repressive",0.626998848034364
"Inh","Repressive",0.657525290940317
"Inh","Repressive",0.642287844865254
"Inh","Repressive",0.638138080450182
"Inh","Repressive",0.614439102450997
"Inh","Repressive",0.627605952779238
"Inh","Repressive",0.617108705910465
"Inh","Repressive",0.617432575337026
"Inh","Repressive",0.64134966228509
"Inh","Repressive",0.600742732561633
"Inh","Repressive",0.606832107773164
"Inh","Repressive",0.624271784693997
"Inh","Repressive",0.637642969519974
"Inh","Repressive",0.631273712688033
"Inh","Repressive",0.586389886413526
"Inh","Repressive",0.611893677281438
"Inh","Repressive",0.645989528883478
"Inh","Repressive",0.653585291806655
"Inh","Repressive",0.615279411238535
"Inh","Repressive",0.625292370433397
"Inh","Repressive",0.61892364979694
"Inh","Repressive",0.649521812221173
"Inh","Repressive",0.667623642547271
"Inh","Repressive",0.591250769496366
"Inh","Repressive",0.662134622465335
"Inh","Repressive",0.627653630546716
"Inh","Repressive",0.614197570764767
"Inh","Repressive",0.625123786672635
"Inh","Repressive",0.601021619148518
"Inh","Repressive",0.621630304935114
"Inh","Repressive",0.636217435937452
"Inh","Repressive",0.570399263890104
"Inh","Repressive",0.618574919649193
"Inh","Repressive",0.654456756813629
"Inh","Repressive",0.64472921864884
"Inh","Repressive",0.618464804168668
"Inh","Repressive",0.58339595018563
"Inh","Repressive",0.653818226460153
"Inh","Repressive",0.617529798068162
"Inh","Repressive",0.650618586953905
"Inh","Repressive",0.63812540712371
"Inh","Repressive",0.63850652210522
"Inh","Repressive",0.629706286644211
"Inh","Repressive",0.641686007754908
"Inh","Repressive",0.615119263950746
"Inh","Repressive",0.60657640097255
"Inh","Repressive",0.596933612555073
"Inh","Repressive",0.577477352041546
"Inh","Repressive",0.654104745110821
