"sample","sample_index","group","replicate","ici_score","family","relative_abundance"
"S03",3,"Psy",3,0.109830508474576,"Akkermansiaceae",0.104325540515038
"S03",3,"Psy",3,0.109830508474576,"Bacteroidaceae",12.933377214967
"S03",3,"Psy",3,0.109830508474576,"Bifidobacteriaceae",4.74239862724333
"S03",3,"Psy",3,0.109830508474576,"Clostridiaceae",1.88509898919495
"S03",3,"Psy",3,0.109830508474576,"Eubacterium_coprostanoligenes_group",0.702610156927592
"S03",3,"Psy",3,0.109830508474576,"Lactobacillaceae",3.18709903119148
"S03",3,"Psy",3,0.109830508474576,"Peptococcaceae",1.9620858779578
"S03",3,"Psy",3,0.109830508474576,"Peptostreptococcaceae",0.52249091781801
"S03",3,"Psy",3,0.109830508474576,"Ruminococcaceae",2.16048245128912
"S03",3,"Psy",3,0.109830508474576,"Oscillospiraceae",9.48396049191304
"S03",3,"Psy",3,0.109830508474576,"Staphylococcaceae",3.32656045770099
"S03",3,"Psy",3,0.109830508474576,"Streptococcaceae",0.85872975990173
"S03",3,"Psy",3,0.109830508474576,"Sutterellaceae",1.48674461105773
"S03",3,"Psy",3,0.109830508474576,"Others",6.85467508708627
"S04",4,"Psy",4,0.124745762711864,"Erysipelotrichaceae",42.0129519753303
"S04",4,"Psy",4,0.124745762711864,"Lachnospiraceae",10.7166390809804
"S04",4,"Psy",4,0.124745762711864,"Atopobiaceae",8.65464751370261
"S04",4,"Psy",4,0.124745762711864,"Muribaculaceae",6.27308539349311
"S04",4,"Psy",4,0.124745762711864,"Akkermansiaceae",1.93902147144019
"S04",4,"Psy",4,0.124745762711864,"Bacteroidaceae",1.97749333320486
"S04",4,"Psy",4,0.124745762711864,"Bifidobacteriaceae",2.16694609694199
"S04",4,"Psy",4,0.124745762711864,"Clostridiaceae",0.500004520489678
"S04",4,"Psy",4,0.124745762711864,"Eubacterium_coprostanoligenes_group",0.314777761960733
"S04",4,"Psy",4,0.124745762711864,"Lactobacillaceae",3.00866730391922
"S04",4,"Psy",4,0.124745762711864,"Peptococcaceae",0.374179232049156
"S04",4,"Psy",4,0.124745762711864,"Peptostreptococcaceae",1.34404229980675
"S04",4,"Psy",4,0.124745762711864,"Ruminococcaceae",10.1406736879665
"S04",4,"Psy",4,0.124745762711864,"Oscillospiraceae",1.25251858861128
"S04",4,"Psy",4,0.124745762711864,"Staphylococcaceae",4.92361701753507
"S04",4,"Psy",4,0.124745762711864,"Streptococcaceae",0.0515581522815439
"S04",4,"Psy",4,0.124745762711864,"Sutterellaceae",1.04877510447914
"S04",4,"Psy",4,0.124745762711864,"Others",3.30040146580742
"S05",5,"Psy",5,0.139661016949153,"Erysipelotrichaceae",27.3240389156219
"S05",5,"Psy",5,0.139661016949153,"Lachnospiraceae",15.2639929207769
"S05",5,"Psy",5,0.139661016949153,"Atopobiaceae",2.97122483135245
"S05",5,"Psy",5,0.139661016949153,"Muribaculaceae",7.08705306696807
"S05",5,"Psy",5,0.139661016949153,"Akkermansiaceae",0.831529724551311
"S05",5,"Psy",5,0.139661016949153,"Bacteroidaceae",8.70733471559689
"S05",5,"Psy",5,0.139661016949153,"Bifidobacteriaceae",4.89273391972428
"S05",5,"Psy",5,0.139661016949153,"Clostridiaceae",1.57256099725079
"S05",5,"Psy",5,0.139661016949153,"Eubacterium_coprostanoligenes_group",0.51139682046541
"S05",5,"Psy",5,0.139661016949153,"Lactobacillaceae",4.7291070721955
"S05",5,"Psy",5,0.139661016949153,"Peptococcaceae",1.32867009467765
"S05",5,"Psy",5,0.139661016949153,"Peptostreptococcaceae",10.9515529349933
"S05",5,"Psy",5,0.139661016949153,"Ruminococcaceae",6.77213389883627
"S05",5,"Psy",5,0.139661016949153,"Oscillospiraceae",0.963214841522292
"S05",5,"Psy",5,0.139661016949153,"Staphylococcaceae",2.32389104327282
"S05",5,"Psy",5,0.139661016949153,"Streptococcaceae",1.31048430513487
"S05",5,"Psy",5,0.139661016949153,"Sutterellaceae",0.590866834067572
"S05",5,"Psy",5,0.139661016949153,"Others",1.86821306299173
"S06",6,"Med",1,0.154576271186441,"Erysipelotrichaceae",15.0125863887603
"S06",6,"Med",1,0.154576271186441,"Lachnospiraceae",12.9628615035038
"S06",6,"Med",1,0.154576271186441,"Atopobiaceae",4.2015351208396
"S06",6,"Med",1,0.154576271186441,"Muribaculaceae",21.3374037611774
"S06",6,"Med",1,0.154576271186441,"Akkermansiaceae",4.16959711755652
"S06",6,"Med",1,0.154576271186441,"Bacteroidaceae",5.02691565576351
"S06",6,"Med",1,0.154576271186441,"Bifidobacteriaceae",4.69570371827531
"S06",6,"Med",1,0.154576271186441,"Clostridiaceae",3.4824398891119
"S06",6,"Med",1,0.154576271186441,"Eubacterium_coprostanoligenes_group",1.51695388662574
"S06",6,"Med",1,0.154576271186441,"Lactobacillaceae",3.9682709272432
"S06",6,"Med",1,0.154576271186441,"Peptococcaceae",3.42262919374555
"S06",6,"Med",1,0.154576271186441,"Peptostreptococcaceae",0.00690007623597395
"S06",6,"Med",1,0.154576271186441,"Ruminococcaceae",7.88681048599533
"S06",6,"Med",1,0.154576271186441,"Oscillospiraceae",3.27097787924941
"S06",6,"Med",1,0.154576271186441,"Staphylococcaceae",1.70510959794992
"S06",6,"Med",1,0.154576271186441,"Streptococcaceae",2.7180116586432
"S06",6,"Med",1,0.154576271186441,"Sutterellaceae",0.38273463210471
"S06",6,"Med",1,0.154576271186441,"Others",4.23255850721864
"S07",7,"Med",2,0.169491525423729,"Erysipelotrichaceae",24.2928321202826
"S07",7,"Med",2,0.169491525423729,"Lachnospiraceae",8.82897545442422
"S07",7,"Med",2,0.169491525423729,"Atopobiaceae",0.47366101191745
"S07",7,"Med",2,0.169491525423729,"Muribaculaceae",12.9240053668843
"S07",7,"Med",2,0.169491525423729,"Akkermansiaceae",4.17102830895461
"S07",7,"Med",2,0.169491525423729,"Bacteroidaceae",4.7928167032921
"S07",7,"Med",2,0.169491525423729,"Bifidobacteriaceae",2.38102681208934
"S07",7,"Med",2,0.169491525423729,"Clostridiaceae",10.5520513506003
"S07",7,"Med",2,0.169491525423729,"Eubacterium_coprostanoligenes_group",8.30507639442818e-05
"S07",7,"Med",2,0.169491525423729,"Lactobacillaceae",3.99508787605693
"S07",7,"Med",2,0.169491525423729,"Peptococcaceae",0.588994915566999
"S07",7,"Med",2,0.169491525423729,"Peptostreptococcaceae",12.6257379162573
"S07",7,"Med",2,0.169491525423729,"Ruminococcaceae",4.70337103663418
"S07",7,"Med",2,0.169491525423729,"Oscillospiraceae",2.18599425658885
"S07",7,"Med",2,0.169491525423729,"Staphylococcaceae",0.00222784844026433
"S07",7,"Med",2,0.169491525423729,"Streptococcaceae",5.29650454027305
"S07",7,"Med",2,0.169491525423729,"Sutterellaceae",0.467059328828307
"S07",7,"Med",2,0.169491525423729,"Others",1.71854210214524
"S08",8,"Med",3,0.184406779661017,"Erysipelotrichaceae",6.41094284604378
"S08",8,"Med",3,0.184406779661017,"Lachnospiraceae",7.64624336790008
"S08",8,"Med",3,0.184406779661017,"Atopobiaceae",2.84431234284763
"S08",8,"Med",3,0.184406779661017,"Muribaculaceae",19.4290980798276
"S08",8,"Med",3,0.184406779661017,"Akkermansiaceae",4.38916076106115
"S08",8,"Med",3,0.184406779661017,"Bacteroidaceae",2.59767917113182
"S08",8,"Med",3,0.184406779661017,"Bifidobacteriaceae",0.0145953562902863
"S08",8,"Med",3,0.184406779661017,"Clostridiaceae",10.526555928793
"S08",8,"Med",3,0.184406779661017,"Eubacterium_coprostanoligenes_group",0.0238931348929108
"S08",8,"Med",3,0.184406779661017,"Lactobacillaceae",8.29337699083768
"S08",8,"Med",3,0.184406779661017,"Peptococcaceae",6.84216633334492
"S08",8,"Med",3,0.184406779661017,"Peptostreptococcaceae",2.72888190769639
"S08",8,"Med",3,0.184406779661017,"Ruminococcaceae",4.40241934818843
"S08",8,"Med",3,0.184406779661017,"Oscillospiraceae",0.146912556326731
"S08",8,"Med",3,0.184406779661017,"Staphylococcaceae",0.02154570665793
"S08",8,"Med",3,0.184406779661017,"Streptococcaceae",11.6527483895678
"S08",8,"Med",3,0.184406779661017,"Sutterellaceae",6.19516875011633
"S08",8,"Med",3,0.184406779661017,"Others",5.83429902847566
"S09",9,"Med",4,0.199322033898305,"Erysipelotrichaceae",26.9893159472809
"S09",9,"Med",4,0.199322033898305,"Lachnospiraceae",18.4642668771163
"S09",9,"Med",4,0.199322033898305,"Atopobiaceae",0.334552455658069
"S09",9,"Med",4,0.199322033898305,"Muribaculaceae",2.80690708678565
"S09",9,"Med",4,0.199322033898305,"Akkermansiaceae",0.312445355965548
"S09",9,"Med",4,0.199322033898305,"Bacteroidaceae",10.7181428125631
"S09",9,"Med",4,0.199322033898305,"Bifidobacteriaceae",1.49133765173833
"S09",9,"Med",4,0.199322033898305,"Clostridiaceae",9.86459870661042
"S09",9,"Med",4,0.199322033898305,"Eubacterium_coprostanoligenes_group",0.62106871189215
"S09",9,"Med",4,0.199322033898305,"Lactobacillaceae",7.83219827700796
"S09",9,"Med",4,0.199322033898305,"Peptococcaceae",3.75901820684254
"S09",9,"Med",4,0.199322033898305,"Peptostreptococcaceae",0.325199789428694
"S09",9,"Med",4,0.199322033898305,"Ruminococcaceae",0.150020630761993
"S09",9,"Med",4,0.199322033898305,"Oscillospiraceae",7.6644441743354
"S09",9,"Med",4,0.199322033898305,"Staphylococcaceae",0.0417920115245963
"S09",9,"Med",4,0.199322033898305,"Streptococcaceae",7.32474304158856
"S09",9,"Med",4,0.199322033898305,"Sutterellaceae",0.00764109080261928
"S09",9,"Med",4,0.199322033898305,"Others",1.2923071720972
"S10",10,"Med",5,0.214237288135593,"Erysipelotrichaceae",15.163372883405
"S10",10,"Med",5,0.214237288135593,"Lachnospiraceae",23.974541912123
"S10",10,"Med",5,0.214237288135593,"Atopobiaceae",1.64884625044542
"S10",10,"Med",5,0.214237288135593,"Muribaculaceae",7.44739690574002
"S10",10,"Med",5,0.214237288135593,"Akkermansiaceae",2.68759847151328
"S10",10,"Med",5,0.214237288135593,"Bacteroidaceae",0.820645105720971
"S10",10,"Med",5,0.214237288135593,"Bifidobacteriaceae",4.17346407801898
"S10",10,"Med",5,0.214237288135593,"Clostridiaceae",7.88204307602361
"S10",10,"Med",5,0.214237288135593,"Eubacterium_coprostanoligenes_group",0.343222499209699
"S10",10,"Med",5,0.214237288135593,"Lactobacillaceae",4.55611952675181
"S10",10,"Med",5,0.214237288135593,"Peptococcaceae",7.52791517732306
"S10",10,"Med",5,0.214237288135593,"Peptostreptococcaceae",0.900875389150284
"S10",10,"Med",5,0.214237288135593,"Ruminococcaceae",2.02208418559013
"S10",10,"Med",5,0.214237288135593,"Oscillospiraceae",12.3400668701471
"S10",10,"Med",5,0.214237288135593,"Staphylococcaceae",0.716142617117947
"S10",10,"Med",5,0.214237288135593,"Streptococcaceae",3.92031373925869
"S10",10,"Med",5,0.214237288135593,"Sutterellaceae",3.37475453449838
"S10",10,"Med",5,0.214237288135593,"Others",0.500596777962663
"S11",11,"Jap",1,0.229152542372881,"Erysipelotrichaceae",13.2888586879891
"S11",11,"Jap",1,0.229152542372881,"Lachnospiraceae",8.43472374056233
"S11",11,"Jap",1,0.229152542372881,"Atopobiaceae",16.9909768445866
"S11",11,"Jap",1,0.229152542372881,"Muribaculaceae",4.76743818770228
"S11",11,"Jap",1,0.229152542372881,"Akkermansiaceae",3.63147660302435
"S11",11,"Jap",1,0.229152542372881,"Bacteroidaceae",10.8420618694542
"S11",11,"Jap",1,0.229152542372881,"Bifidobacteriaceae",0.511910993305578
"S11",11,"Jap",1,0.229152542372881,"Clostridiaceae",6.77587955427225
"S11",11,"Jap",1,0.229152542372881,"Eubacterium_coprostanoligenes_group",0.0287029661199076
"S11",11,"Jap",1,0.229152542372881,"Lactobacillaceae",1.52104169950834
"S11",11,"Jap",1,0.229152542372881,"Peptococcaceae",5.82240419760967
"S11",11,"Jap",1,0.229152542372881,"Peptostreptococcaceae",1.51199873171382
"S11",11,"Jap",1,0.229152542372881,"Ruminococcaceae",4.84974093736604
"S11",11,"Jap",1,0.229152542372881,"Oscillospiraceae",0.258418162388914
"S11",11,"Jap",1,0.229152542372881,"Staphylococcaceae",2.53279489617835
"S11",11,"Jap",1,0.229152542372881,"Streptococcaceae",1.39490818619255
"S11",11,"Jap",1,0.229152542372881,"Sutterellaceae",3.6973141754609
"S11",11,"Jap",1,0.229152542372881,"Others",13.1393495665648
"S12",12,"Jap",2,0.244067796610169,"Erysipelotrichaceae",30.8741954451437
"S12",12,"Jap",2,0.244067796610169,"Lachnospiraceae",12.8176050602823
"S12",12,"Jap",2,0.244067796610169,"Atopobiaceae",9.03073811320071
"S12",12,"Jap",2,0.244067796610169,"Muribaculaceae",3.59704105444879
"S12",12,"Jap",2,0.244067796610169,"Akkermansiaceae",2.8375390842909
"S12",12,"Jap",2,0.244067796610169,"Bacteroidaceae",0.338000905805679
"S12",12,"Jap",2,0.244067796610169,"Bifidobacteriaceae",1.44937748283451
"S12",12,"Jap",2,0.244067796610169,"Clostridiaceae",7.48404305291129
"S12",12,"Jap",2,0.244067796610169,"Eubacterium_coprostanoligenes_group",0.0350830284470922
"S12",12,"Jap",2,0.244067796610169,"Lactobacillaceae",11.1875346340657
"S12",12,"Jap",2,0.244067796610169,"Peptococcaceae",5.55737595340798
"S12",12,"Jap",2,0.244067796610169,"Peptostreptococcaceae",2.32221949006111
"S12",12,"Jap",2,0.244067796610169,"Ruminococcaceae",0.842131623615267
"S12",12,"Jap",2,0.244067796610169,"Oscillospiraceae",1.50641073666735
"S12",12,"Jap",2,0.244067796610169,"Staphylococcaceae",4.52667436000579
"S12",12,"Jap",2,0.244067796610169,"Streptococcaceae",0.946646681875041
"S12",12,"Jap",2,0.244067796610169,"Sutterellaceae",1.64030870162634
"S12",12,"Jap",2,0.244067796610169,"Others",3.00707459131046
"S13",13,"Jap",3,0.258983050847458,"Erysipelotrichaceae",30.4276391354035
"S13",13,"Jap",3,0.258983050847458,"Lachnospiraceae",6.55789406227399
"S13",13,"Jap",3,0.258983050847458,"Atopobiaceae",5.69253051614076
"S13",13,"Jap",3,0.258983050847458,"Muribaculaceae",2.76132039419302
"S13",13,"Jap",3,0.258983050847458,"Akkermansiaceae",8.78287998976687
"S13",13,"Jap",3,0.258983050847458,"Bacteroidaceae",2.17990665899428
"S13",13,"Jap",3,0.258983050847458,"Bifidobacteriaceae",4.31575666991437
"S13",13,"Jap",3,0.258983050847458,"Clostridiaceae",10.6841769576858
"S13",13,"Jap",3,0.258983050847458,"Eubacterium_coprostanoligenes_group",0.192437593091872
"S13",13,"Jap",3,0.258983050847458,"Lactobacillaceae",1.18559151230598
"S13",13,"Jap",3,0.258983050847458,"Peptococcaceae",6.23971196286698
"S13",13,"Jap",3,0.258983050847458,"Peptostreptococcaceae",1.82284716382195
"S13",13,"Jap",3,0.258983050847458,"Ruminococcaceae",1.93985773732897
"S13",13,"Jap",3,0.258983050847458,"Oscillospiraceae",0.147709176422442
"S13",13,"Jap",3,0.258983050847458,"Staphylococcaceae",1.09250870898244
"S13",13,"Jap",3,0.258983050847458,"Streptococcaceae",1.78109368257727
"S13",13,"Jap",3,0.258983050847458,"Sutterellaceae",10.2472388949739
"S13",13,"Jap",3,0.258983050847458,"Others",3.94889918325564
"S14",14,"Jap",4,0.273898305084746,"Erysipelotrichaceae",18.781451131766
"S14",14,"Jap",4,0.273898305084746,"Lachnospiraceae",8.72322944717897
"S14",14,"Jap",4,0.273898305084746,"Atopobiaceae",2.74545433511064
"S14",14,"Jap",4,0.273898305084746,"Muribaculaceae",12.7790295358313
"S14",14,"Jap",4,0.273898305084746,"Akkermansiaceae",3.84276629880448
"S14",14,"Jap",4,0.273898305084746,"Bacteroidaceae",9.90432317094149
"S14",14,"Jap",4,0.273898305084746,"Bifidobacteriaceae",4.41938040812748
"S14",14,"Jap",4,0.273898305084746,"Clostridiaceae",0.876733839961808
"S14",14,"Jap",4,0.273898305084746,"Eubacterium_coprostanoligenes_group",0.694469429485137
"S14",14,"Jap",4,0.273898305084746,"Lactobacillaceae",6.03665083824159
"S14",14,"Jap",4,0.273898305084746,"Peptococcaceae",1.8605686805058
"S14",14,"Jap",4,0.273898305084746,"Peptostreptococcaceae",6.17915671809516
"S14",14,"Jap",4,0.273898305084746,"Ruminococcaceae",2.63549580672151
"S14",14,"Jap",4,0.273898305084746,"Oscillospiraceae",0.207948253646752
"S14",14,"Jap",4,0.273898305084746,"Staphylococcaceae",0.652891092174298
"S14",14,"Jap",4,0.273898305084746,"Streptococcaceae",1.33834130264383
"S14",14,"Jap",4,0.273898305084746,"Sutterellaceae",8.28872279648367
"S14",14,"Jap",4,0.273898305084746,"Others",10.0333869142801
"S15",15,"Jap",5,0.288813559322034,"Erysipelotrichaceae",28.6616950548913
"S15",15,"Jap",5,0.288813559322034,"Lachnospiraceae",10.7912258659339
"S15",15,"Jap",5,0.288813559322034,"Atopobiaceae",4.48109147442399
"S15",15,"Jap",5,0.288813559322034,"Muribaculaceae",7.3717089073932
"S15",15,"Jap",5,0.288813559322034,"Akkermansiaceae",4.92125149513508
"S15",15,"Jap",5,0.288813559322034,"Bacteroidaceae",2.43611403484932
"S15",15,"Jap",5,0.288813559322034,"Bifidobacteriaceae",7.24811172973663
"S15",15,"Jap",5,0.288813559322034,"Clostridiaceae",1.08539517983923
"S15",15,"Jap",5,0.288813559322034,"Eubacterium_coprostanoligenes_group",3.16668962076147
"S15",15,"Jap",5,0.288813559322034,"Lactobacillaceae",0.153116970506947
"S15",15,"Jap",5,0.288813559322034,"Peptococcaceae",2.7686795267543
"S15",15,"Jap",5,0.288813559322034,"Peptostreptococcaceae",0.23770395817041
"S15",15,"Jap",5,0.288813559322034,"Ruminococcaceae",0.158179163982832
"S15",15,"Jap",5,0.288813559322034,"Oscillospiraceae",2.84749526792777
"S15",15,"Jap",5,0.288813559322034,"Staphylococcaceae",0.82001981444162
"S15",15,"Jap",5,0.288813559322034,"Streptococcaceae",7.09678600288767
"S15",15,"Jap",5,0.288813559322034,"Sutterellaceae",0.423182723484107
"S15",15,"Jap",5,0.288813559322034,"Others",15.3315532088802
"S16",16,"Keto",1,0.303728813559322,"Erysipelotrichaceae",19.378577801455
"S16",16,"Keto",1,0.303728813559322,"Lachnospiraceae",17.8809661103424
"S16",16,"Keto",1,0.303728813559322,"Atopobiaceae",17.9157763499707
"S16",16,"Keto",1,0.303728813559322,"Muribaculaceae",2.3252350244769
"S16",16,"Keto",1,0.303728813559322,"Akkermansiaceae",4.89426268574269
"S16",16,"Keto",1,0.303728813559322,"Bacteroidaceae",2.93741626213063
"S16",16,"Keto",1,0.303728813559322,"Bifidobacteriaceae",5.52280874326099
"S16",16,"Keto",1,0.303728813559322,"Clostridiaceae",3.53922610438383
"S16",16,"Keto",1,0.303728813559322,"Eubacterium_coprostanoligenes_group",1.94196745862365
"S16",16,"Keto",1,0.303728813559322,"Lactobacillaceae",2.9209972870802
"S16",16,"Keto",1,0.303728813559322,"Peptococcaceae",1.77946178125235
"S16",16,"Keto",1,0.303728813559322,"Peptostreptococcaceae",1.11463412671653
"S16",16,"Keto",1,0.303728813559322,"Ruminococcaceae",1.26964900408586
"S16",16,"Keto",1,0.303728813559322,"Oscillospiraceae",6.96862718719014
"S16",16,"Keto",1,0.303728813559322,"Staphylococcaceae",1.44771143748688
"S16",16,"Keto",1,0.303728813559322,"Streptococcaceae",1.61746857713798
"S16",16,"Keto",1,0.303728813559322,"Sutterellaceae",4.63945731505129
"S16",16,"Keto",1,0.303728813559322,"Others",1.90575674361197
"S17",17,"Keto",2,0.31864406779661,"Erysipelotrichaceae",8.22821242017029
"S17",17,"Keto",2,0.31864406779661,"Lachnospiraceae",42.4635710780472
"S17",17,"Keto",2,0.31864406779661,"Atopobiaceae",6.37318178719314
"S17",17,"Keto",2,0.31864406779661,"Muribaculaceae",3.95793204273033
"S17",17,"Keto",2,0.31864406779661,"Akkermansiaceae",0.251950244709508
"S17",17,"Keto",2,0.31864406779661,"Bacteroidaceae",1.88425474944545
"S17",17,"Keto",2,0.31864406779661,"Bifidobacteriaceae",7.03235442929551
"S17",17,"Keto",2,0.31864406779661,"Clostridiaceae",7.03905590384187
"S17",17,"Keto",2,0.31864406779661,"Eubacterium_coprostanoligenes_group",0.790055582815142
"S17",17,"Keto",2,0.31864406779661,"Lactobacillaceae",2.66619929220499
"S17",17,"Keto",2,0.31864406779661,"Peptococcaceae",5.11512652658076
"S17",17,"Keto",2,0.31864406779661,"Peptostreptococcaceae",3.20406752434882
"S17",17,"Keto",2,0.31864406779661,"Ruminococcaceae",1.29247428081105
"S17",17,"Keto",2,0.31864406779661,"Oscillospiraceae",2.27451946236881
"S17",17,"Keto",2,0.31864406779661,"Staphylococcaceae",1.02977833812941
"S17",17,"Keto",2,0.31864406779661,"Streptococcaceae",2.27229212390653
"S17",17,"Keto",2,0.31864406779661,"Sutterellaceae",3.64949989127118
"S17",17,"Keto",2,0.31864406779661,"Others",0.475474322130045
"S18",18,"Keto",3,0.333559322033898,"Erysipelotrichaceae",4.50013089860925
"S18",18,"Keto",3,0.333559322033898,"Lachnospiraceae",49.4046437646939
"S18",18,"Keto",3,0.333559322033898,"Atopobiaceae",13.0239844356186
"S18",18,"Keto",3,0.333559322033898,"Muribaculaceae",1.14180280421018
"S18",18,"Keto",3,0.333559322033898,"Akkermansiaceae",6.54242417148157
"S18",18,"Keto",3,0.333559322033898,"Bacteroidaceae",1.92460322842731
"S18",18,"Keto",3,0.333559322033898,"Bifidobacteriaceae",2.48236711350517
"S18",18,"Keto",3,0.333559322033898,"Clostridiaceae",1.36121812433507
"S18",18,"Keto",3,0.333559322033898,"Eubacterium_coprostanoligenes_group",0.030410664667075
"S18",18,"Keto",3,0.333559322033898,"Lactobacillaceae",2.82813398469408
"S18",18,"Keto",3,0.333559322033898,"Peptococcaceae",4.73447529043169
"S18",18,"Keto",3,0.333559322033898,"Peptostreptococcaceae",0.203667487821087
"S18",18,"Keto",3,0.333559322033898,"Ruminococcaceae",3.43510175258747
"S18",18,"Keto",3,0.333559322033898,"Oscillospiraceae",2.83194569552853
"S18",18,"Keto",3,0.333559322033898,"Staphylococcaceae",0.0742753929436725
"S18",18,"Keto",3,0.333559322033898,"Streptococcaceae",3.82932713958157
"S18",18,"Keto",3,0.333559322033898,"Sutterellaceae",0.0927444025905725
"S18",18,"Keto",3,0.333559322033898,"Others",1.55874364827318
"S19",19,"Keto",4,0.348474576271186,"Erysipelotrichaceae",15.1466415432728
"S19",19,"Keto",4,0.348474576271186,"Lachnospiraceae",43.9750982705122
"S19",19,"Keto",4,0.348474576271186,"Atopobiaceae",7.41991926616355
"S19",19,"Keto",4,0.348474576271186,"Muribaculaceae",3.899400030419
"S19",19,"Keto",4,0.348474576271186,"Akkermansiaceae",0.194044222142386
"S19",19,"Keto",4,0.348474576271186,"Bacteroidaceae",3.67692833653551
"S19",19,"Keto",4,0.348474576271186,"Bifidobacteriaceae",0.341423972175838
"S19",19,"Keto",4,0.348474576271186,"Clostridiaceae",4.44525977902306
"S19",19,"Keto",4,0.348474576271186,"Eubacterium_coprostanoligenes_group",0.9891860839191
"S19",19,"Keto",4,0.348474576271186,"Lactobacillaceae",1.90308368130577
"S19",19,"Keto",4,0.348474576271186,"Peptococcaceae",0.211943711730782
"S19",19,"Keto",4,0.348474576271186,"Peptostreptococcaceae",4.73847457985093
"S19",19,"Keto",4,0.348474576271186,"Ruminococcaceae",6.56594914179564
"S19",19,"Keto",4,0.348474576271186,"Oscillospiraceae",1.52207730377588
"S19",19,"Keto",4,0.348474576271186,"Staphylococcaceae",0.0800000081432834
"S19",19,"Keto",4,0.348474576271186,"Streptococcaceae",0.27431764066346
"S19",19,"Keto",4,0.348474576271186,"Sutterellaceae",1.49357823479618
"S19",19,"Keto",4,0.348474576271186,"Others",3.12267419377458
"S20",20,"Keto",5,0.363389830508475,"Erysipelotrichaceae",14.3023128080831
"S20",20,"Keto",5,0.363389830508475,"Lachnospiraceae",29.1737527641003
"S20",20,"Keto",5,0.363389830508475,"Atopobiaceae",4.98599125804253
"S20",20,"Keto",5,0.363389830508475,"Muribaculaceae",0.527410501020648
"S20",20,"Keto",5,0.363389830508475,"Akkermansiaceae",6.28241011188824
"S20",20,"Keto",5,0.363389830508475,"Bacteroidaceae",1.70528577662616
"S20",20,"Keto",5,0.363389830508475,"Bifidobacteriaceae",5.05130702065695
"S20",20,"Keto",5,0.363389830508475,"Clostridiaceae",7.08388890674989
"S20",20,"Keto",5,0.363389830508475,"Eubacterium_coprostanoligenes_group",1.67268945614819
