"tree_distance","embedding_distance","density","ridge_y"
1,0.459491193737769,0.027574131414322,1.01413371324426
1,0.462035225048924,0.030521959493789,1.01564468583456
1,0.464579256360078,0.0336881570649271,1.01726758839757
1,0.467123287671233,0.0371266416149124,1.01903005749929
1,0.469667318982388,0.0407873911813445,1.02090645330859
1,0.472211350293542,0.0446744700972278,1.02289885908665
1,0.474755381604697,0.0487916064795367,1.02500918575989
1,0.477299412915851,0.0531421930356244,1.02723917233332
1,0.479843444227006,0.0577983501930808,1.02962578568099
1,0.482387475538161,0.0627007016921043,1.03213859122574
1,0.484931506849315,0.0678455834594867,1.03477571086818
1,0.48747553816047,0.0732344754346907,1.03753790318305
1,0.490019569471624,0.0788686109110417,1.04042580032133
1,0.492563600782779,0.0848023358885271,1.04346725849246
1,0.495107632093933,0.0910064333746976,1.0466473018995
1,0.497651663405088,0.0974580073517894,1.04995419469682
1,0.500195694716243,0.104157155536818,1.05338798697137
1,0.502739726027397,0.111103861930793,1.05694867052253
1,0.505283757338552,0.118333758625692,1.06065450934428
1,0.507827788649706,0.125851345971436,1.06450781018763
1,0.510371819960861,0.133615457810909,1.06848747245465
1,0.512915851272016,0.141625701050899,1.07259329465698
1,0.51545988258317,0.149881676114397,1.07682507198283
1,0.518003913894325,0.158401024118895,1.08119184676585
1,0.52054794520548,0.167222928006569,1.08571370306454
1,0.523091976516634,0.17628932127724,1.09036087764719
1,0.525636007827789,0.185600132545745,1.0951333339238
1,0.528180039138943,0.195155423902351,1.10003110372007
1,0.530724070450098,0.204956046082111,1.10505462309853
1,0.533268101761252,0.215077524814297,1.11024260439372
1,0.535812133072407,0.225445950609591,1.11555716370959
1,0.538356164383562,0.236062898337059,1.12099910827911
1,0.540900195694716,0.246930321026822,1.1265694391698
1,0.543444227005871,0.258050561852907,1.13226935742584
1,0.545988258317025,0.269489738894858,1.13813275328887
1,0.54853228962818,0.281209608546167,1.14414002417703
1,0.551076320939335,0.293197654148078,1.15028475440808
1,0.553620352250489,0.305459527669803,1.15656984102021
1,0.556164383561644,0.318001462614439,1.16299847912932
1,0.558708414872799,0.330881438007342,1.16960038713001
1,0.561252446183953,0.34410398952923,1.17637788988285
1,0.563796477495108,0.357638048277879,1.18331506235476
1,0.566340508806262,0.371493242692915,1.19041683980926
1,0.568884540117417,0.385679561060336,1.19768834195684
1,0.571428571428571,0.400242843624839,1.20515306519939
1,0.573972602739726,0.415239984663571,1.21284017192055
1,0.576516634050881,0.430609282686848,1.22071803569666
1,0.579060665362035,0.446360865385527,1.22879184769317
1,0.58160469667319,0.462504406919899,1.2370665666087
1,0.584148727984344,0.479060636026829,1.24555281740252
1,0.586692759295499,0.496145676366053,1.25431012175031
1,0.589236790606654,0.513651479398134,1.26328309705271
1,0.591780821917808,0.531581539405493,1.27247353437922
1,0.594324853228963,0.549937787705693,1.28188242366813
1,0.596868884540117,0.568720546313216,1.29150992997489
1,0.599412915851272,0.58803863626463,1.30141183185885
1,0.601956947162427,0.60778781752698,1.31153469885244
1,0.604500978473581,0.627939152237085,1.32186369823241
1,0.607045009784736,0.648479539579654,1.33239211489452
1,0.60958904109589,0.669393500061367,1.34311201449203
1,0.612133072407045,0.690724650849019,1.35404575394053
1,0.6146771037182,0.712406379483617,1.36515918959355
1,0.617221135029354,0.734369943922512,1.37641708624084
1,0.619765166340509,0.756584039399801,1.38780339795231
1,0.622309197651663,0.779015005021942,1.39930087111407
1,0.624853228962818,0.801641110669503,1.41089836748673
1,0.627397260273973,0.824403252933588,1.42256559234874
1,0.629941291585127,0.847224323727823,1.43426302229444
1,0.632485322896282,0.870057841186614,1.44596683204537
1,0.635029354207436,0.892855887596986,1.45765246034864
1,0.637573385518591,0.915560467422672,1.46929018034663
1,0.640117416829746,0.938060370626839,1.48082298894658
1,0.6426614481409,0.960325646322717,1.49223553417824
1,0.645205479452055,0.982303714758517,1.50350086516063
1,0.647749510763209,1.00394220668224,1.51459213890894
1,0.650293542074364,1.02518904710746,1.5254826632705
1,0.652837573385519,1.0458365536137,1.53606598616047
1,0.655381604696673,1.06594030185034,1.54637059407148
1,0.657925636007828,1.08546301083074,1.55637737783319
1,0.660469667318982,1.10436132882626,1.56606411658604
1,0.663013698630137,1.12259412591059,1.575409728303
1,0.665557729941292,1.13995462547795,1.58430822519399
1,0.668101761252446,1.15648711863543,1.59278230961716
1,0.670645792563601,1.17223001517766,1.60085166933763
1,0.673189823874755,1.18716195164981,1.60850535405785
1,0.67573385518591,1.20126524868762,1.61573430183994
1,0.678277886497065,1.21439848342494,1.62246602335667
1,0.680821917808219,1.22654454134717,1.628691746196
1,0.683365949119374,1.23784222689257,1.63448261755377
1,0.685909980430528,1.24829957833529,1.63984275762001
1,0.688454011741683,1.25792868444148,1.64477836275145
1,0.690998043052838,1.26668470769969,1.64926645051864
1,0.693542074363992,1.27448730819471,1.65326584097265
1,0.696086105675147,1.2815563785167,1.65688924478303
1,0.698630136986301,1.28792822528964,1.66015527168962
1,0.701174168297456,1.29364237599892,1.66308418235396
1,0.703718199608611,1.29873734842274,1.6656957198905
1,0.706262230919765,1.30312253916723,1.66794344358386
1,0.70880626223092,1.30703771292285,1.6699502499754
1,0.711350293542074,1.310538777971,1.67174479605544
1,0.713894324853229,1.31368324856646,1.67335656199045
1,0.716438356164384,1.31653016144755,1.67481580832856
1,0.718982387475538,1.31910926001799,1.67613778069009
1,0.721526418786693,1.3215555931383,1.67739170126887
1,0.724070450097847,1.32394536233643,1.67861662879457
1,0.726614481409002,1.32634077694442,1.67984444999631
1,0.729158512720157,1.3288035857062,1.68110681551897
1,0.731702544031311,1.33143488265471,1.68245554328021
1,0.734246575342466,1.33432456666856,1.68393671288097
1,0.736790606653621,1.33750768140016,1.68556828669789
1,0.739334637964775,1.34103602901767,1.68737681704478
1,0.74187866927593,1.3449587917146,1.68938751331117
1,0.744422700587084,1.34937488642093,1.69165107749388
1,0.746966731898239,1.35439848268861,1.69422602964869
1,0.749510763209393,1.35996804579541,1.69708082883219
1,0.752054794520548,1.36610930010265,1.70022866061823
1,0.754598825831703,1.37284333307627,1.70368033384037
1,0.757142857142857,1.38020695784298,1.7074547178573
1,0.759686888454012,1.3883609832637,1.71163423870426
1,0.762230919765166,1.397129867278,1.71612891852818
1,0.764774951076321,1.40650101694821,1.72093230254843
1,0.767318982387476,1.41645628175209,1.72603508732502
1,0.76986301369863,1.42697196109741,1.73142512461041
1,0.772407045009785,1.43814170797972,1.73715041825877
1,0.774951076320939,1.44978154278902,1.74311666556981
1,0.777495107632094,1.46182031410619,1.74928739635561
1,0.780039138943249,1.47420232997293,1.75563406450689
1,0.782583170254403,1.48686794694073,1.76212609849319
1,0.785127201565558,1.49977357244501,1.76874115400933
1,0.787671232876712,1.51278949824442,1.77541274631058
1,0.790215264187867,1.52582153876994,1.78209259856078
1,0.792759295499022,1.53879739160503,1.78874365060355
1,0.795303326810176,1.55164507827269,1.79532900832468
1,0.797847358121331,1.5642532273407,1.80179158590475
1,0.800391389432485,1.57649730160092,1.80806754912314
1,0.80293542074364,1.58835706976143,1.81414652799668
1,0.805479452054795,1.59977944224988,1.82000131032491
1,0.808023483365949,1.61071684795933,1.82560751251531
1,0.810567514677104,1.62109417738309,1.83092663557717
1,0.813111545988258,1.63075809683912,1.83588008503873
1,0.815655577299413,1.63983223863248,1.84053123129309
1,0.818199608610568,1.64831586516762,1.84487969626982
1,0.820743639921722,1.65621671131765,1.84892944464426
1,0.823287671232877,1.66355103017951,1.85268880729028
1,0.825831702544031,1.67020890090081,1.85610144191431
1,0.828375733855186,1.67640666674857,1.8592782399041
1,0.83091976516634,1.68221154174794,1.86225365325175
1,0.833463796477495,1.68769093755246,1.86506223524801
1,0.83600782778865,1.69291886440473,1.8677419214322
1,0.838551859099804,1.69797381724926,1.87033294607389
1,0.841095890410959,1.70301898817083,1.87291895678089
1,0.843639921722114,1.70816332690366,1.8755557980793
1,0.846183953033268,1.71350491498337,1.87829374376663
1,0.848727984344423,1.71914245074394,1.88118338379361
1,0.851272015655577,1.72526052021676,1.88431933169485
1,0.853816046966732,1.73201693899155,1.88778247924014
1,0.856360078277887,1.73943325327563,1.89158387040077
1,0.858904109589041,1.74758944129438,1.89576449973379
1,0.861448140900196,1.75655928119527,1.90036218381316
1,0.86399217221135,1.76649051889418,1.90545265298109
1,0.866536203522505,1.77759970904904,1.91114690697827
1,0.869080234833659,1.78971562472205,1.91735717976042
1,0.871624266144814,1.80285715139483,1.92409315148674
1,0.874168297455969,1.81703296682135,1.9313592701264
1,0.876712328767123,1.8322541429276,1.93916121083284
1,0.879256360078278,1.8487745271468,1.94762908855963
1,0.881800391389433,1.86623935849577,1.95658106294594
1,0.884344422700587,1.88459057078676,1.96598737092018
1,0.886888454011742,1.90376056611838,1.97581336372626
1,0.889432485322896,1.9236723649639,1.98601958385451
1,0.891976516634051,1.94435642572585,1.99662164341328
1,0.894520547945206,1.96553249943987,2.00747589477722
1,0.89706457925636,1.98704687107353,2.01850354800521
1,0.899608610567515,2.0087770849228,2.0296418357963
1,0.902152641878669,2.03059620066227,2.04082569216048
1,0.904696673189824,2.05232363339932,2.05196255443278
1,0.907240704500978,2.07374136284899,2.06294067163386
1,0.909784735812133,2.09472290630963,2.07369521233865
1,0.912328767123288,2.11513337850438,2.08415703820167
1,0.914872798434442,2.13483980141733,2.09425798848498
1,0.917416829745597,2.15359885521177,2.10387334438071
1,0.919960861056752,2.17111956865852,2.11285396233637
1,0.922504892367906,2.18746298963415,2.12123113375217
1,0.925048923679061,2.20252572174606,2.12895186058653
1,0.927592954990215,2.21621127237024,2.13596668347272
1,0.93013698630137,2.22837018131904,2.14219899338171
1,0.932681017612524,2.23852188170826,2.14740246543626
1,0.935225048923679,2.24701231552033,2.15175441962898
1,0.937769080234834,2.25379667830549,2.15523189047692
1,0.940313111545988,2.25883870170763,2.15781628785523
1,0.942857142857143,2.26211063887127,2.15949338951727
1,0.945401174168297,2.26309900928641,2.16
1,0.947945205479452,2.26224122518751,2.15956032433816
1,0.950489236790607,2.25961158034604,2.15821244339986
1,0.953033268101761,2.25523197142244,2.15596758078866
1,0.955577299412916,2.24913080956885,2.15284029925077
1,0.958121330724071,2.24101297132294,2.14867932691743
1,0.960665362035225,2.23112287931161,2.14360994785533
1,0.96320939334638,2.219689981287,2.13774977043749
1,0.965753424657534,2.20677252215977,2.13112864934376
1,0.968297455968689,2.1924315053653,2.12377785319506
1,0.970841487279843,2.17656232241734,2.11564376266517
1,0.973385518590998,2.15922347467794,2.1067563638836
1,0.975929549902153,2.14071875578889,2.09727137280579
1,0.978473581213307,2.12111552173792,2.08722331418978
1,0.981017612524462,2.10048057092422,2.07664642698968
1,0.983561643835617,2.07882498881042,2.06554639329742
1,0.986105675146771,2.05608806788407,2.05389209617372
1,0.988649706457926,2.0325656143142,2.04183515742332
1,0.99119373776908,2.00831501170169,2.02940499024324
1,0.993737769080235,1.9833915967908,2.01662995867016
1,0.99628180039139,1.95784863456777,2.00353736481672
1,0.998825831702544,1.93159164611775,1.99007878148606
1,1.0013698630137,1.90484886038688,1.97637119232601
1,1.00391389432485,1.87766676778958,1.96243842699693
1,1.00645792563601,1.85008597100329,1.94830129727312
1,1.00900195694716,1.82214543434082,1.93397977514993
1,1.01154598825832,1.79382230894427,1.91946214895453
1,1.01409001956947,1.76521793140682,1.90480036093408
1,1.01663405088063,1.73638963582589,1.89002379891154
1,1.01917808219178,1.707369786423,1.8751490518637
1,1.02172211350294,1.67819029293627,1.86019247581214
1,1.02426614481409,1.64887062391757,1.84516404978122
1,1.02681017612524,1.6194642636138,1.83009118827035
1,1.0293542074364,1.59002097193387,1.81499939678948
1,1.03189823874755,1.56057270940689,1.7999050573942
1,1.03444227005871,1.53115173205639,1.7848247036021
1,1.03698630136986,1.50180059157181,1.76978014619546
1,1.03953033268102,1.47258660342112,1.75480588916308
1,1.04207436399217,1.44352958457316,1.73991209011791
1,1.04461839530333,1.41466366840735,1.72511624485663
1,1.04716242661448,1.38602308705441,1.71043589979304
1,1.04970645792564,1.35764763492099,1.69589145240487
1,1.05225048923679,1.32967259560562,1.68155224520595
1,1.05479452054795,1.30205525999548,1.66739638672327
1,1.0573385518591,1.27482831009033,1.65344062881768
1,1.05988258317025,1.24802372338437,1.6397013622406
1,1.06242661448141,1.22167273481761,1.62619459713134
1,1.06497064579256,1.19594275794094,1.61300614490081
1,1.06751467710372,1.17077575691897,1.60010625803519
1,1.07005870841487,1.14617058334195,1.5874943478924
1,1.07260273972603,1.12215104889282,1.57518261966193
1,1.07514677103718,1.09873953111065,1.563182543432
1,1.07769080234834,1.07607891802783,1.55156735953231
1,1.08023483365949,1.05415886649551,1.54033176635978
1,1.08277886497065,1.03291438769848,1.52944245250147
1,1.0853228962818,1.01235771885159,1.51890569040465
1,1.08786692759296,0.992499502094878,1.50872693492676
1,1.09041095890411,0.973430607924684,1.49895276369224
1,1.09295499021526,0.955218770573986,1.48961789533689
1,1.09549902152642,0.937727963657816,1.48065260661576
1,1.09804305283757,0.920959389626618,1.47205751387065
1,1.10058708414873,0.904913005667244,1.46383259515676
1,1.10313111545988,0.889618378729527,1.45599300564921
1,1.10567514677104,0.875230487562538,1.44861818303419
1,1.10821917808219,0.861551564715097,1.44160675735731
1,1.11076320939335,0.848575305992979,1.43495549726843
1,1.1133072407045,0.836294775636505,1.42866084769496
1,1.11585127201566,0.824702434746089,1.42271894441203
1,1.11839530332681,0.813977044934865,1.41722141552356
1,1.12093933463796,0.803933727407728,1.41207349743263
1,1.12348336594912,0.794544231950486,1.40726070988524
1,1.12602739726027,0.785799163906698,1.40277823744848
1,1.12857142857143,0.77768905735578,1.39862122816145
1,1.13111545988258,0.77033263754254,1.39485053719815
1,1.13365949119374,0.763645510492445,1.39142290661448
1,1.13620352250489,0.757556725372276,1.38830196903711
1,1.13874755381605,0.752057060667139,1.38548299778053
1,1.1412915851272,0.747137327131537,1.38296128269963
1,1.14383561643836,0.742865853017139,1.38077184690722
1,1.14637964774951,0.739244285235528,1.3789155345632
1,1.14892367906067,0.736166110736362,1.37733775011613
1,1.15146771037182,0.733621231566608,1.37603331764331
1,1.15401174168297,0.731599135753586,1.37499684900739
1,1.15655577299413,0.730122602962757,1.37424002041513
1,1.15909980430528,0.729257885438028,1.37379679087697
1,1.16164383561644,0.728867631876124,1.37359675803265
1,1.16418786692759,0.728936592672811,1.37363210537001
1,1.16673189823875,0.729448438167863,1.373894462771
1,1.1692759295499,0.73038573222534,1.37437489296968
1,1.17181996086106,0.731842001393921,1.37512133500718
1,1.17436399217221,0.733664433602427,1.37605546177459
1,1.17690802348337,0.735827542473418,1.3771642096818
1,1.17945205479452,0.738305558925622,1.37843437023278
1,1.18199608610568,0.741071396126658,1.37985205948987
1,1.18454011741683,0.744144633259369,1.38142731318373
1,1.18708414872798,0.747436325989391,1.38311454098558
1,1.18962818003914,0.750894889812174,1.3848873021498
1,1.19217221135029,0.754486311961179,1.38672816270241
1,1.19471624266145,0.758175870778132,1.38861932531178
1,1.1972602739726,0.761928478773778,1.39054280513174
1,1.19980430528376,0.765683242100513,1.39246738971295
1,1.20234833659491,0.769396221999147,1.39437055730073
1,1.20489236790607,0.773031694278195,1.39623399669352
1,1.20743639921722,0.776554363409695,1.39803961641046
1,1.20998043052838,0.779910648937448,1.399759952638
1,1.21252446183953,0.78302363096626,1.40135557843192
1,1.21506849315068,0.785895512305043,1.40282762288925
1,1.21761252446184,0.788497032599122,1.40416108798677
1,1.22015655577299,0.790800309223247,1.40534168188612
1,1.22270058708415,0.792770695595674,1.40635164573774
1,1.2252446183953,0.794278219568945,1.40712435952614
1,1.22778864970646,0.795396809354483,1.40769771674379
1,1.23033268101761,0.796108666208495,1.4080625942623
1,1.23287671232877,0.79639762030255,1.40821070388885
1,1.23542074363992,0.796249124165869,1.40813458900486
1,1.23796477495108,0.795528215512214,1.40776507179204
1,1.24050880626223,0.79431765287303,1.40714457191303
1,1.24305283757339,0.792632971313418,1.40628105219907
1,1.24559686888454,0.790469062314615,1.40517189416917
1,1.24814090019569,0.78782209187203,1.40381513262193
1,1.25068493150685,0.784597078665173,1.4021620828417
1,1.253228962818,0.780828348546804,1.40023033928149
1,1.25577299412916,0.776575993928859,1.3980507035976
1,1.25831702544031,0.771843024250382,1.39562471834264
1,1.26086105675147,0.766633354314141,1.39295439013285
1,1.26340508806262,0.760896829425143,1.39001401110218
1,1.26594911937378,0.754611248500665,1.38679220160888
1,1.26849315068493,0.747874784886005,1.38333928250948
1,1.27103718199609,0.740696760497757,1.37966003195252
1,1.27358121330724,0.73308732108549,1.37575965035984
1,1.2761252446184,0.725038135121331,1.3716338672279
1,1.27866927592955,0.716482633631302,1.36724856119944
1,1.2812133072407,0.707545210583743,1.36266749307444
1,1.28375733855186,0.698241325534757,1.35789858698039
1,1.28630136986301,0.688587220666351,1.3529501681965
1,1.28884540117417,0.678599912393896,1.34783095885192
1,1.29138943248532,0.668217150876327,1.34250905145372
1,1.29393346379648,0.657548723405281,1.33704071983604
1,1.29647749510763,0.646622020404234,1.33144000354868
1,1.29902152641879,0.635457703424701,1.32571749311361
1,1.30156555772994,0.624076731812484,1.31988393169362
1,1.3041095890411,0.612466235114618,1.31393272226166
1,1.30665362035225,0.600682674331921,1.30789280511626
1,1.30919765166341,0.588764444650193,1.30178386053449
1,1.31174168297456,0.576731677229286,1.29561620717466
1,1.31428571428571,0.564603963173306,1.28939988687793
1,1.31682974559687,0.552393453346021,1.28314112783048
1,1.31937377690802,0.540127685056526,1.27685404487147
1,1.32191780821918,0.527833640610676,1.27055246836127
1,1.32446183953033,0.515525260152461,1.26424354362005
1,1.32700587084149,0.503215399702233,1.25793386027713
1,1.32954990215264,0.490917659374377,1.25163038936323
1,1.3320939334638,0.47865099993806,1.24534284962779
1,1.33463796477495,0.466419814040441,1.23907349261644
1,1.33718199608611,0.454230317201232,1.23282550422731
1,1.33972602739726,0.442087938073683,1.22660166703319
1,1.34227005870841,0.429997484048149,1.22040444516527
1,1.34481409001957,0.417981651603663,1.21424547219131
1,1.34735812133072,0.406027258842995,1.20811799144678
1,1.34990215264188,0.394137098356129,1.20202343433364
1,1.35244618395303,0.382314057733934,1.19596328094863
1,1.35499021526419,0.370561157091439,1.18993907931656
1,1.35753424657534,0.358901164615066,1.18396249976034
1,1.3600782778865,0.347327913157311,1.17803038117609
1,1.36262230919765,0.335841786890631,1.17214292047964
1,1.36516634050881,0.324448991805244,1.16630329868456
1,1.36771037181996,0.313156407416637,1.16051504203426
1,1.37025440313112,0.301992534402903,1.15479275916339
1,1.37279843444227,0.290969000088423,1.14914240990676
1,1.37534246575342,0.280080703318373,1.14356137955792
1,1.37788649706458,0.269338292641864,1.1380551262594
1,1.38043052837573,0.258752744101216,1.13262927601743
1,1.38297455968689,0.248353740869417,1.12729904357979
1,1.38551859099804,0.238180250744642,1.12208440272832
1,1.3880626223092,0.228207461420013,1.11697263538226
1,1.39060665362035,0.218445847111238,1.11196911032582
1,1.39315068493151,0.208905346582349,1.10707892188594
1,1.39569471624266,0.199602046490486,1.10231031562423
1,1.39823874755382,0.190609299915356,1.09770089023703
1,1.40078277886497,0.18186763533548,1.09322016231878
1,1.40332681017613,0.173381551982629,1.08887043804737
1,1.40587084148728,0.165154485456605,1.08465347841324
1,1.40841487279843,0.157188803176426,1.08057049688787
1,1.41095890410959,0.149555073326366,1.07665766470964
1,1.41350293542074,0.14219283621126,1.07288399196333
1,1.4160469667319,0.135087593052194,1.06924204698846
1,1.41859099804305,0.128235393315848,1.06572980485431
1,1.42113502935421,0.121631510915668,1.06234484310373
1,1.42367906066536,0.115315631452861,1.05910750344392
1,1.42622309197652,0.109257543817058,1.05600230052142
1,1.42876712328767,0.103422363509758,1.05301135353735
1,1.43131115459883,0.0978026779040635,1.05013086299061
1,1.43385518590998,0.0923910115459484,1.04735699717667
1,1.43639921722114,0.0872033210842549,1.0446979350186
1,1.43894324853229,0.0822395540444274,1.04215364961943
1,1.44148727984344,0.0774562886542214,1.03970188421727
1,1.4440313111546,0.0728474781732984,1.03733953942549
1,1.44657534246575,0.0684074967227101,1.03506373157901
1,1.44911937377691,0.0641395000076153,1.03287607820229
1,1.45166340508806,0.0600689195695844,1.03078961477814
1,1.45420743639922,0.0561507321186965,1.02878126365237
1,1.45675146771037,0.0523822163714103,1.02684962997266
1,1.45929549902153,0.0487610338107289,1.02499351508191
1,1.46183953033268,0.0452852176233375,1.0232119108477
1,1.46438356164384,0.0419945385547568,1.02152520261978
1,1.46692759295499,0.0388482366742715,1.0199124980203
1,1.46947162426614,0.0358429459667109,1.01837207172588
1,1.4720156555773,0.032977910664099,1.01690353635143
1,1.47455968688845,0.0302523966134584,1.01550651559106
1,1.47710371819961,0.0276958947161875,1.01419612563964
1,1.47964774951076,0.0252885873323239,1.0129622085402
1,1.48219178082192,0.0230167728567321,1.01179774124077
1,1.48473581213307,0.0208788418815823,1.0107018988048
1,1.48727984344423,0.0188729487258901,1.00967373518887
1,1.48982387475538,0.0170157639938893,1.00872179526919
1,1.49236790606654,0.0153041395273912,1.00784446538968
1,1.49491193737769,0.013714083824669,1.00702944819088
1,1.49745596868885,0.0122420691243769,1.00627493544295
1,1.5,0.0108843310665435,1.00557899764234
2,0.2,0.00271049294016255,2.00154310597433
2,0.202544031311155,0.00285092642839339,2.00162305591682
2,0.205088062622309,0.00298249734901868,2.00169796032652
2,0.207632093933464,0.0031041952420315,2.00176724394021
2,0.210176125244618,0.00321637976791257,2.00183111151556
2,0.212720156555773,0.00331887140278411,2.00188946084817
2,0.215264187866928,0.00341178259073179,2.00194235595337
2,0.217808219178082,0.00349552773300566,2.0019900327532
2,0.220352250489237,0.0035702523992224,2.00203257412166
2,0.222896281800391,0.00363726899888032,2.00207072722429
2,0.225440313111546,0.00369957093360672,2.0021061962293
2,0.227984344422701,0.00375914552407783,2.00214011253475
2,0.230528375733855,0.0038182067958605,2.00217373660364
2,0.23307240704501,0.00387916910395719,2.00220844294817
2,0.235616438356164,0.0039449479359678,2.00224589137947
