"cluster","gene","percentage_detected","z_score","category"
"Glut_L23_RORB_CUX2_SYT2","SLC17A7",28.3217040266304,0.385904601818202,"Glut"
"Glut_L23_RORB_CUX2_CCDC68","SLC17A7",34.3869806896681,1.09620997287648,"Glut"
"Glut_L23_RORB_CUX2","SLC17A7",43.5634218102085,0.0298720226275696,"Glut"
"Glut_L23_CUX2_LINC01500","SLC17A7",38.7391212667135,0.376015608450307,"Glut"
"Gaba_VIP","SLC17A7",5.66216029026617,-0.723734396827757,"Gaba"
"Gaba_SST_PRKG2","SLC17A7",2.32220343460103,-0.666444781559103,"Gaba"
"Gaba_SST_CHODL","SLC17A7",6.87455475486971,-0.720779673596749,"Gaba"
"Gaba_PVALB_SLCO4C1","SLC17A7",9.22820891889773,-0.829589030881207,"Gaba"
"Gaba_PVALB_GULP1_GRIK3","SLC17A7",5.6295933239037,-0.786042138386672,"Gaba"
"Gaba_PVALB_COL15A1","SLC17A7",3.84617685004702,-0.572749146150513,"Gaba"
"Gaba_NDNF_RELN","SLC17A7",2.79187553846869,-0.949609855182202,"Gaba"
"Gaba_LAMP5_ROR2_LCP2","SLC17A7",3.51500284980349,-0.712375121561515,"Gaba"
"Astro_WIF1_COX8A","SLC17A7",4.53383934892807,-0.630618578165132,"Astro"
"Astro_SERPINH1","SLC17A7",4.47111729352162,-0.894758035195504,"Astro"
"Astro_CTX_WIF1_VAV3","SLC17A7",6.97992035325779,-0.354117833857995,"Astro"
"Astro_CTX_SMAD9_RERG","SLC17A7",3.53994943592417,-0.903564416742552,"Astro"
"Astro_CD44_KCNQ3","SLC17A7",2.78946638446846,-0.350066893811687,"Astro"
"Astro_CD44_CCDC85A","SLC17A7",9.00000942843926,-0.765172759449291,"Astro"
"Vasc_Peri_PDGFRB","CUX2",2.35331126149925,-1.05420119650082,"Vasc"
"Vasc_Fib_GPC3","CUX2",2.02682530984668,-0.748150664596398,"Vasc"
"Vasc_Cap_MFSD2A","CUX2",3.60913670931618,-0.741982228729913,"Vasc"
"Opc_PDGFRa","CUX2",2.83906525566378,-0.410847157279165,"Opc"
"Olig_SGCZ","CUX2",3.73328705264092,-0.428791877176765,"Olig"
"Olig_PTPRE","CUX2",6.93465806218992,-0.745179789252382,"Olig"
"Olig_EPHB2","CUX2",2.1057265298673,-0.647378872004973,"Olig"
"Olig_ARHGAP24","CUX2",5.58011366427145,-0.573926409110687,"Olig"
"Micro_PRDM11","CUX2",24.5492976236164,0.605444437990803,"Micro"
"Micro_HSPA6","CUX2",2.33120317380031,-0.832962221759725,"Micro"
"Micro_GPNMB","CUX2",4.25313778675123,-0.073174998754844,"Micro"
"Micro_FCGR1B","CUX2",2.41723927193771,-0.31837830175742,"Micro"
"Micro_CR1","CUX2",4.72861156802899,-0.857744412208713,"Micro"
"Micro_CD83_WIPF1","CUX2",3.80007739670871,-0.681936413652613,"Micro"
"Micro_CD74_BTF","CUX2",6.44965447754366,-0.490938636658967,"Micro"
"Glut_L6b_CTGF","CUX2",38.0445154997687,0.0935749706568375,"Glut"
"Glut_L6_THEMIS_POSTN","CUX2",31.928084941163,-0.127539615726574,"Glut"
"Glut_L6_SULF1_SGCZ","CUX2",38.5706706870036,1.18745625220575,"Glut"
"Glut_L6_RORB_THEMIS_PXDN","CUX2",35.7458827972173,0.826089699855432,"Glut"
"Glut_L56_NPSR1","CUX2",35.7061998399663,0.461502946713605,"Glut"
"Glut_L5_RORB_THEMIS_ADGRL4","CUX2",32.3412722165947,0.557808055658383,"Glut"
"Glut_L5_RORB_FSHR","CUX2",46.1748797574203,0.148990506812904,"Glut"
"Glut_L5_RORB_COL22A1","CUX2",61.8754965082773,0.742792957467394,"Glut"
"Glut_L5_RORB_CLMP_CACNG5","CUX2",35.3974495965342,-0.547090900715752,"Glut"
"Glut_L23_RORB_CUX2_SYT2","CUX2",68.6543055446437,1.34635456614182,"Glut"
"Glut_L23_RORB_CUX2_CCDC68","CUX2",63.4806820199777,0.874357151760366,"Glut"
"Glut_L23_RORB_CUX2","CUX2",46.6139165742391,0.78019195256709,"Glut"
"Glut_L23_CUX2_LINC01500","CUX2",52.1950412003451,0.680006423176501,"Glut"
"Gaba_VIP","CUX2",7.90482992869387,-0.651780440965356,"Gaba"
"Gaba_SST_PRKG2","CUX2",4.32378256736612,-0.343668730279417,"Gaba"
"Gaba_SST_CHODL","CUX2",3.40621380128745,-0.733159105345507,"Gaba"
"Gaba_PVALB_SLCO4C1","CUX2",3.57432675141569,-0.475170312848448,"Gaba"
"Gaba_PVALB_GULP1_GRIK3","CUX2",6.56933006613708,-0.901218540167098,"Gaba"
"Gaba_PVALB_COL15A1","CUX2",2.39732580329369,-1.02235902798497,"Gaba"
"Gaba_NDNF_RELN","CUX2",6.17881405092944,-0.233618973546819,"Gaba"
"Gaba_LAMP5_ROR2_LCP2","CUX2",6.70679780210373,-0.495320244324074,"Gaba"
"Astro_WIF1_COX8A","CUX2",6.84827325285245,-0.698767587949875,"Astro"
"Astro_SERPINH1","CUX2",5.1617172375974,-0.17209860009709,"Astro"
"Astro_CTX_WIF1_VAV3","CUX2",8.0086351917345,-0.86353542795003,"Astro"
"Astro_CTX_SMAD9_RERG","CUX2",6.59787571568361,-0.685472050827777,"Astro"
"Astro_CD44_KCNQ3","CUX2",4.28369319921984,-0.777306248641652,"Astro"
"Astro_CD44_CCDC85A","CUX2",2.53569570660556,-1.1307278848566,"Astro"
"Vasc_Peri_PDGFRB","RORB",3.76286590677392,-0.814703000182914,"Vasc"
"Vasc_Fib_GPC3","RORB",3.37653808979334,-0.216370110203287,"Vasc"
"Vasc_Cap_MFSD2A","RORB",2.80922521511624,-0.445189029907187,"Vasc"
"Opc_PDGFRa","RORB",8.51714364969716,-0.681336725562271,"Opc"
"Olig_SGCZ","RORB",4.59391547136448,-0.525868912667728,"Olig"
"Olig_PTPRE","RORB",2.51913246110111,-0.711936294487259,"Olig"
"Olig_EPHB2","RORB",4.38180345020495,-0.428850808103672,"Olig"
"Olig_ARHGAP24","RORB",3.86284989700014,-0.712475678725914,"Olig"
"Micro_PRDM11","RORB",12.8425973996245,-0.669738239915336,"Micro"
"Micro_HSPA6","RORB",5.55102898071534,-0.58793019849513,"Micro"
"Micro_GPNMB","RORB",39.9387221159759,-0.0665622043987456,"Micro"
"Micro_FCGR1B","RORB",9.69582781352386,-0.858420798569607,"Micro"
"Micro_CR1","RORB",7.43448439488809,-0.0396560999897305,"Micro"
"Micro_CD83_WIPF1","RORB",3.85240814023934,-0.563835344250935,"Micro"
"Micro_CD74_BTF","RORB",6.39455466352096,-0.272899374679782,"Micro"
"Glut_L6b_CTGF","RORB",43.736693830437,-0.353700867327766,"Glut"
"Glut_L6_THEMIS_POSTN","RORB",29.8647681069762,-0.0154180778074977,"Glut"
"Glut_L6_SULF1_SGCZ","RORB",26.1501466854863,0.715222447740687,"Glut"
"Glut_L6_RORB_THEMIS_PXDN","RORB",44.5065433877037,2.2,"Glut"
"Glut_L56_NPSR1","RORB",44.2622438804858,0.285592674230793,"Glut"
"Glut_L5_RORB_THEMIS_ADGRL4","RORB",62.5474089316179,0.710499148158012,"Glut"
"Glut_L5_RORB_FSHR","RORB",69.9200236209074,1.17825421277163,"Glut"
"Glut_L5_RORB_COL22A1","RORB",55.5581597817408,1.4592487729617,"Glut"
"Glut_L5_RORB_CLMP_CACNG5","RORB",50.4653581351899,0.935735654493592,"Glut"
"Glut_L23_RORB_CUX2_SYT2","RORB",55.5400723213247,0.73367449822206,"Glut"
"Glut_L23_RORB_CUX2_CCDC68","RORB",60.2484496208202,1.51128551609328,"Glut"
"Glut_L23_RORB_CUX2","RORB",79.4243858216179,1.64443052616994,"Glut"
"Glut_L23_CUX2_LINC01500","RORB",37.0993848795283,0.547242027342376,"Glut"
"Gaba_VIP","RORB",3.15269243472438,-0.695189896909793,"Gaba"
"Gaba_SST_PRKG2","RORB",6.59297816542894,-0.686299490058846,"Gaba"
"Gaba_SST_CHODL","RORB",5.90811114385133,-0.539225243342536,"Gaba"
"Gaba_PVALB_SLCO4C1","RORB",3.6670739660091,-0.413553257530591,"Gaba"
"Gaba_PVALB_GULP1_GRIK3","RORB",4.04477695510941,-0.840790127589513,"Gaba"
"Gaba_PVALB_COL15A1","RORB",4.38363134085074,-0.180678617305499,"Gaba"
"Gaba_NDNF_RELN","RORB",4.96385688454624,-0.427333178843993,"Gaba"
"Gaba_LAMP5_ROR2_LCP2","RORB",2.30099607023121,-0.54352482658983,"Gaba"
"Astro_WIF1_COX8A","RORB",4.25263188979782,-0.363998319143086,"Astro"
"Astro_SERPINH1","RORB",7.07234666100391,-0.398053281731011,"Astro"
"Astro_CTX_WIF1_VAV3","RORB",2.87510649042716,-0.807281034645484,"Astro"
"Astro_CTX_SMAD9_RERG","RORB",2.98682997411674,-0.814597742309896,"Astro"
"Astro_CD44_KCNQ3","RORB",5.25613358125068,-0.772111645658001,"Astro"
"Astro_CD44_CCDC85A","RORB",2.16342530373138,-0.480000733143051,"Astro"
"Vasc_Peri_PDGFRB","CCDC68",2.31318575092054,-0.490322109743011,"Vasc"
"Vasc_Fib_GPC3","CCDC68",2.61911661955399,-0.564960784784953,"Vasc"
"Vasc_Cap_MFSD2A","CCDC68",2.93930893266346,-0.900223361805997,"Vasc"
"Opc_PDGFRa","CCDC68",8.13572188997328,-0.0390232712352402,"Opc"
"Olig_SGCZ","CCDC68",2.44873963717775,-0.619621598708789,"Olig"
"Olig_PTPRE","CCDC68",2.64607874356455,-0.114598623300898,"Olig"
"Olig_EPHB2","CCDC68",5.57315961355762,-0.821562807575052,"Olig"
"Olig_ARHGAP24","CCDC68",3.20271544200455,-0.618178019960424,"Olig"
"Micro_PRDM11","CCDC68",4.88286882013024,-0.691956892442731,"Micro"
"Micro_HSPA6","CCDC68",17.9964061249895,0.424180468265795,"Micro"
"Micro_GPNMB","CCDC68",6.70812867268146,-0.723428449438086,"Micro"
"Micro_FCGR1B","CCDC68",6.95616927378997,-0.840951139031026,"Micro"
"Micro_CR1","CCDC68",8.48071005068347,-0.706121619439176,"Micro"
"Micro_CD83_WIPF1","CCDC68",3.14071750485676,-0.80580411221595,"Micro"
"Micro_CD74_BTF","CCDC68",4.83210349409488,-0.666780627347954,"Micro"
"Glut_L6b_CTGF","CCDC68",46.7922966299729,0.670949282082222,"Glut"
"Glut_L6_THEMIS_POSTN","CCDC68",43.2535111950661,0.24797758193223,"Glut"
"Glut_L6_SULF1_SGCZ","CCDC68",38.669555474849,0.480987412321841,"Glut"
"Glut_L6_RORB_THEMIS_PXDN","CCDC68",40.709710620053,0.173776936942421,"Glut"
"Glut_L56_NPSR1","CCDC68",43.5283655438616,-0.0515141960528216,"Glut"
"Glut_L5_RORB_THEMIS_ADGRL4","CCDC68",30.7860957040687,-0.0456247655972978,"Glut"
"Glut_L5_RORB_FSHR","CCDC68",32.8981238198183,0.263361044057622,"Glut"
"Glut_L5_RORB_COL22A1","CCDC68",34.2053331057561,0.796689433155284,"Glut"
"Glut_L5_RORB_CLMP_CACNG5","CCDC68",31.5855395319692,0.530620911035707,"Glut"
"Glut_L23_RORB_CUX2_SYT2","CCDC68",46.222881690927,0.50598699445417,"Glut"
"Glut_L23_RORB_CUX2_CCDC68","CCDC68",61.0866363379924,2.09312183120631,"Glut"
"Glut_L23_RORB_CUX2","CCDC68",49.9791551199473,0.811146077572672,"Glut"
"Glut_L23_CUX2_LINC01500","CCDC68",25.015441421466,0.00548598448954696,"Glut"
"Gaba_VIP","CCDC68",2.23618910892853,-0.245534887903243,"Gaba"
"Gaba_SST_PRKG2","CCDC68",8.79054027203401,-0.393275058551526,"Gaba"
"Gaba_SST_CHODL","CCDC68",4.34103095504613,-0.165518416076018,"Gaba"
"Gaba_PVALB_SLCO4C1","CCDC68",3.44516960396347,-1.0011624951119,"Gaba"
"Gaba_PVALB_GULP1_GRIK3","CCDC68",5.09117133866626,-0.697868071366917,"Gaba"
"Gaba_PVALB_COL15A1","CCDC68",3.16412569860396,-0.780318423779584,"Gaba"
"Gaba_NDNF_RELN","CCDC68",30.8124059051299,0.731374979638897,"Gaba"
"Gaba_LAMP5_ROR2_LCP2","CCDC68",7.3460937370293,-0.9050855476875,"Gaba"
"Astro_WIF1_COX8A","CCDC68",9.42511046026759,-0.541019549129579,"Astro"
"Astro_SERPINH1","CCDC68",4.88197326108377,-0.503442107059067,"Astro"
"Astro_CTX_WIF1_VAV3","CCDC68",2.51509463526212,-0.875719322019576,"Astro"
"Astro_CTX_SMAD9_RERG","CCDC68",9.87837715590035,-0.743778205308679,"Astro"
"Astro_CD44_KCNQ3","CCDC68",3.84216055644312,-0.605168948318169,"Astro"
"Astro_CD44_CCDC85A","CCDC68",39.5679735587258,-0.484702782729008,"Astro"
"Vasc_Peri_PDGFRB","SYT2",7.920685418519,-0.355726599869452,"Vasc"
"Vasc_Fib_GPC3","SYT2",3.98983856416258,-0.720221838118081,"Vasc"
"Vasc_Cap_MFSD2A","SYT2",7.06645247441593,-0.924544558006149,"Vasc"
"Opc_PDGFRa","SYT2",6.12917313303214,-0.704681229004716,"Opc"
"Olig_SGCZ","SYT2",4.74506588342532,-0.85646839755488,"Olig"
"Olig_PTPRE","SYT2",3.10270286056946,-0.631902164033535,"Olig"
"Olig_EPHB2","SYT2",3.98313585954741,-0.437817023214042,"Olig"
"Olig_ARHGAP24","SYT2",3.32379749659441,-0.399463618054387,"Olig"
"Micro_PRDM11","SYT2",2.13140124859083,-0.792003618068214,"Micro"
"Micro_HSPA6","SYT2",2.44932406926134,-0.584159023556093,"Micro"
"Micro_GPNMB","SYT2",8.21667648052092,-1.03525278030303,"Micro"
"Micro_FCGR1B","SYT2",3.82266655643924,-0.457198552229407,"Micro"
"Micro_CR1","SYT2",3.60969959709495,-0.611266811982148,"Micro"
"Micro_CD83_WIPF1","SYT2",10.202126668234,-0.296960964972718,"Micro"
"Micro_CD74_BTF","SYT2",4.91247370215558,-0.755518182927687,"Micro"
"Glut_L6b_CTGF","SYT2",57.066412372255,0.544838938721813,"Glut"
"Glut_L6_THEMIS_POSTN","SYT2",38.0811179273794,0.75334095228544,"Glut"
"Glut_L6_SULF1_SGCZ","SYT2",34.362853655628,0.403931633511978,"Glut"
"Glut_L6_RORB_THEMIS_PXDN","SYT2",46.7082191080225,0.114405129271196,"Glut"
"Glut_L56_NPSR1","SYT2",36.8955369125788,0.199147367085719,"Glut"
"Glut_L5_RORB_THEMIS_ADGRL4","SYT2",30.7828445036726,0.460161145182851,"Glut"
"Glut_L5_RORB_FSHR","SYT2",23.7634520778404,0.0536825212113462,"Glut"
"Glut_L5_RORB_COL22A1","SYT2",23.496778124112,0.0967053924542701,"Glut"
"Glut_L5_RORB_CLMP_CACNG5","SYT2",50.1314630569425,0.499026054734564,"Glut"
"Glut_L23_RORB_CUX2_SYT2","SYT2",62.209936702505,1.47193470189621,"Glut"
"Glut_L23_RORB_CUX2_CCDC68","SYT2",47.6644846538325,0.903943268019388,"Glut"
"Glut_L23_RORB_CUX2","SYT2",34.9278759851234,-0.215984763066754,"Glut"
"Glut_L23_CUX2_LINC01500","SYT2",38.9412984808155,0.43440113718522,"Glut"
"Gaba_VIP","SYT2",2.95199767352622,-0.582290471655528,"Gaba"
"Gaba_SST_PRKG2","SYT2",4.22920603478299,-0.394903942582394,"Gaba"
"Gaba_SST_CHODL","SYT2",2.35961523257255,-0.377713169601611,"Gaba"
"Gaba_PVALB_SLCO4C1","SYT2",3.21082163658828,-0.71501122632304,"Gaba"
"Gaba_PVALB_GULP1_GRIK3","SYT2",3.76740922410489,-0.535944798940974,"Gaba"
"Gaba_PVALB_COL15A1","SYT2",35.7260036970497,0.678760697723932,"Gaba"
"Gaba_NDNF_RELN","SYT2",5.82480300276787,-0.654277760095135,"Gaba"
"Gaba_LAMP5_ROR2_LCP2","SYT2",3.15558647081498,-0.667971605298892,"Gaba"
"Astro_WIF1_COX8A","SYT2",3.2678839033498,-0.469848177491287,"Astro"
"Astro_SERPINH1","SYT2",5.28621380240534,-0.973876571843519,"Astro"
"Astro_CTX_WIF1_VAV3","SYT2",3.23478593089309,-0.476817501005568,"Astro"
"Astro_CTX_SMAD9_RERG","SYT2",3.00642298313783,-0.764714095335768,"Astro"
"Astro_CD44_KCNQ3","SYT2",5.54972646728832,-0.68341297253243,"Astro"
"Astro_CD44_CCDC85A","SYT2",8.61625394119262,-0.377615827923327,"Astro"
"Vasc_Peri_PDGFRB","THEMIS",6.7697459225378,-0.850688965949442,"Vasc"
"Vasc_Fib_GPC3","THEMIS",2.24897167629279,-0.628827401184221,"Vasc"
"Vasc_Cap_MFSD2A","THEMIS",10.3608169450819,0.0211121159646833,"Vasc"
"Opc_PDGFRa","THEMIS",4.23309413320051,-0.620304438869181,"Opc"
"Olig_SGCZ","THEMIS",4.994475081471,-0.652901852341275,"Olig"
"Olig_PTPRE","THEMIS",4.88886662248213,-0.408133785588503,"Olig"
"Olig_EPHB2","THEMIS",8.37976625554779,-0.682034550075294,"Olig"
"Olig_ARHGAP24","THEMIS",6.06257181843532,-0.30651476246236,"Olig"
"Micro_PRDM11","THEMIS",4.59068496154693,-1.2,"Micro"
"Micro_HSPA6","THEMIS",4.3410447214914,-0.0821178809295041,"Micro"
"Micro_GPNMB","THEMIS",3.37871375925991,-0.696782604516846,"Micro"
"Micro_FCGR1B","THEMIS",2.34729453432875,-0.927574071502589,"Micro"
"Micro_CR1","THEMIS",2.6095088125886,-0.179592037653889,"Micro"
"Micro_CD83_WIPF1","THEMIS",9.31278608305829,-0.297107628227308,"Micro"
"Micro_CD74_BTF","THEMIS",6.20991616431857,-0.908247301320893,"Micro"
"Glut_L6b_CTGF","THEMIS",28.8052497248046,0.470010064099349,"Glut"
"Glut_L6_THEMIS_POSTN","THEMIS",72.3249520220292,2.2,"Glut"
"Glut_L6_SULF1_SGCZ","THEMIS",32.9355237035708,-0.048504671629226,"Glut"
"Glut_L6_RORB_THEMIS_PXDN","THEMIS",71.1550417386103,1.35934542887827,"Glut"
"Glut_L56_NPSR1","THEMIS",26.2907319732047,0.410132969412756,"Glut"
"Glut_L5_RORB_THEMIS_ADGRL4","THEMIS",64.7891647356899,1.21024785853529,"Glut"
"Glut_L5_RORB_FSHR","THEMIS",38.6034232742723,0.151964558235076,"Glut"
"Glut_L5_RORB_COL22A1","THEMIS",34.3942689554285,-0.199327604459814,"Glut"
"Glut_L5_RORB_CLMP_CACNG5","THEMIS",42.7823532093073,0.345132243123109,"Glut"
"Glut_L23_RORB_CUX2_SYT2","THEMIS",35.5796668998327,0.283171631821809,"Glut"
"Glut_L23_RORB_CUX2_CCDC68","THEMIS",30.4309962716236,0.23905083890047,"Glut"
"Glut_L23_RORB_CUX2","THEMIS",29.0271233781527,0.666155795389163,"Glut"
"Glut_L23_CUX2_LINC01500","THEMIS",42.9951586981176,0.205169064419272,"Glut"
"Gaba_VIP","THEMIS",6.28067082877199,-0.433106343099639,"Gaba"
"Gaba_SST_PRKG2","THEMIS",2.67636340156846,-0.49922117015229,"Gaba"
"Gaba_SST_CHODL","THEMIS",2.48012195203545,-0.564436323537239,"Gaba"
"Gaba_PVALB_SLCO4C1","THEMIS",7.89557641723791,-0.579449031616673,"Gaba"
"Gaba_PVALB_GULP1_GRIK3","THEMIS",2.02071624536394,-0.850454842388507,"Gaba"
"Gaba_PVALB_COL15A1","THEMIS",2.08533266379705,-0.62419925126261,"Gaba"
"Gaba_NDNF_RELN","THEMIS",6.89786499505091,-0.369201548057178,"Gaba"
"Gaba_LAMP5_ROR2_LCP2","THEMIS",6.75877683067431,-0.699494926899054,"Gaba"
"Astro_WIF1_COX8A","THEMIS",4.43794750201122,-0.716269961377164,"Astro"
"Astro_SERPINH1","THEMIS",2.0945639796284,-0.238481988251302,"Astro"
"Astro_CTX_WIF1_VAV3","THEMIS",4.03811280995408,-1.00014033611859,"Astro"
"Astro_CTX_SMAD9_RERG","THEMIS",3.37767804204355,-0.745605514551299,"Astro"
"Astro_CD44_KCNQ3","THEMIS",7.42560263124394,-0.763522507654228,"Astro"
"Astro_CD44_CCDC85A","THEMIS",2.55954384023446,-0.541067287439642,"Astro"
"Vasc_Peri_PDGFRB","COL22A1",4.23133100482801,-0.587736830429338,"Vasc"
"Vasc_Fib_GPC3","COL22A1",4.93271800765887,-1.19992355064623,"Vasc"
"Vasc_Cap_MFSD2A","COL22A1",10.1272704855358,-0.981071706191042,"Vasc"
"Opc_PDGFRa","COL22A1",2.69403592499886,-0.132827763407123,"Opc"
"Olig_SGCZ","COL22A1",2.26781231311677,-0.458190624146834,"Olig"
"Olig_PTPRE","COL22A1",5.66482241889493,-0.411772418995032,"Olig"
"Olig_EPHB2","COL22A1",6.52786973786665,-0.572172717301958,"Olig"
"Olig_ARHGAP24","COL22A1",6.25954972094559,-0.430490530447372,"Olig"
"Micro_PRDM11","COL22A1",6.86685977279177,-1.01085823610076,"Micro"
"Micro_HSPA6","COL22A1",5.42068168906036,-0.510012210726414,"Micro"
"Micro_GPNMB","COL22A1",9.67815826635039,-0.935667278953298,"Micro"
"Micro_FCGR1B","COL22A1",7.65045060743377,-0.849646228575155,"Micro"
"Micro_CR1","COL22A1",4.29244911593272,-0.779877662084588,"Micro"
"Micro_CD83_WIPF1","COL22A1",6.19796113643067,-0.593292840295353,"Micro"
"Micro_CD74_BTF","COL22A1",4.92163708198335,-0.544556099193815,"Micro"
"Glut_L6b_CTGF","COL22A1",33.7452258477916,0.372775013698622,"Glut"
"Glut_L6_THEMIS_POSTN","COL22A1",33.641809204346,0.542030690195313,"Glut"
"Glut_L6_SULF1_SGCZ","COL22A1",31.3991833774495,0.04301535674124,"Glut"
"Glut_L6_RORB_THEMIS_PXDN","COL22A1",34.924548276504,0.057430059804259,"Glut"
"Glut_L56_NPSR1","COL22A1",25.5978443752372,0.854666559589369,"Glut"
"Glut_L5_RORB_THEMIS_ADGRL4","COL22A1",37.0110668654189,0.442078552312912,"Glut"
"Glut_L5_RORB_FSHR","COL22A1",24.8792887341856,0.795776768937846,"Glut"
"Glut_L5_RORB_COL22A1","COL22A1",64.7545609808873,0.633336299515688,"Glut"
"Glut_L5_RORB_CLMP_CACNG5","COL22A1",34.8957097662892,0.445135755737639,"Glut"
"Glut_L23_RORB_CUX2_SYT2","COL22A1",46.2231654272226,0.0832420104217025,"Glut"
"Glut_L23_RORB_CUX2_CCDC68","COL22A1",34.9205948690992,0.640620263214913,"Glut"
"Glut_L23_RORB_CUX2","COL22A1",35.8624657950376,0.700195832737504,"Glut"
"Glut_L23_CUX2_LINC01500","COL22A1",50.7884930686468,0.559994453329551,"Glut"
"Gaba_VIP","COL22A1",5.03493600633651,-0.83501375596834,"Gaba"
"Gaba_SST_PRKG2","COL22A1",2.51933900002855,-1.10366992625703,"Gaba"
"Gaba_SST_CHODL","COL22A1",7.47299189955716,-0.608319450294148,"Gaba"
"Gaba_PVALB_SLCO4C1","COL22A1",9.53999900508955,-0.435868040860217,"Gaba"
"Gaba_PVALB_GULP1_GRIK3","COL22A1",4.30069076532972,-0.820434354992848,"Gaba"
"Gaba_PVALB_COL15A1","COL22A1",2.63220234891129,-0.625086542319958,"Gaba"
"Gaba_NDNF_RELN","COL22A1",6.14916677490925,-0.41827675648386,"Gaba"
"Gaba_LAMP5_ROR2_LCP2","COL22A1",28.4779681965722,-0.00984791632060489,"Gaba"
"Astro_WIF1_COX8A","COL22A1",4.86282960317489,-0.794164479376803,"Astro"
"Astro_SERPINH1","COL22A1",2.3760044167628,-0.425604155612343,"Astro"
"Astro_CTX_WIF1_VAV3","COL22A1",5.75067981919631,-0.857513907232249,"Astro"
"Astro_CTX_SMAD9_RERG","COL22A1",2.44794256840279,-0.58659555725123,"Astro"
"Astro_CD44_KCNQ3","COL22A1",6.30249024209712,-0.557763818441872,"Astro"
"Astro_CD44_CCDC85A","COL22A1",3.69155478089879,-0.473793599167462,"Astro"
"Vasc_Peri_PDGFRB","ADGRL4",4.65203819394605,-1.00434373417077,"Vasc"
"Vasc_Fib_GPC3","ADGRL4",5.3535974695223,-0.439162927792108,"Vasc"
"Vasc_Cap_MFSD2A","ADGRL4",3.58898285967644,-0.753527301885252,"Vasc"
"Opc_PDGFRa","ADGRL4",4.54685759100444,-0.278008681584026,"Opc"
"Olig_SGCZ","ADGRL4",4.12148725044754,-0.519204924855237,"Olig"
"Olig_PTPRE","ADGRL4",2.13973565998537,-0.50451435732709,"Olig"
"Olig_EPHB2","ADGRL4",4.97903443599796,-0.410190209246785,"Olig"
"Olig_ARHGAP24","ADGRL4",3.34950545477869,-1.2,"Olig"
"Micro_PRDM11","ADGRL4",2.7580621304585,-0.0940975970968684,"Micro"
"Micro_HSPA6","ADGRL4",4.86143741461117,-0.831946869239439,"Micro"
"Micro_GPNMB","ADGRL4",3.2426918200106,-0.612331170669912,"Micro"
"Micro_FCGR1B","ADGRL4",3.62220710485376,-0.976476529249954,"Micro"
"Micro_CR1","ADGRL4",2.96601257803644,-0.771743349895368,"Micro"
"Micro_CD83_WIPF1","ADGRL4",9.95351162243713,-0.891598985821025,"Micro"
"Micro_CD74_BTF","ADGRL4",6.70554673353476,-1.14919450851638,"Micro"
"Glut_L6b_CTGF","ADGRL4",59.4390031190222,1.48692710292277,"Glut"
"Glut_L6_THEMIS_POSTN","ADGRL4",38.507849944637,0.583530813996695,"Glut"
"Glut_L6_SULF1_SGCZ","ADGRL4",27.6716320641706,0.112001873951824,"Glut"
"Glut_L6_RORB_THEMIS_PXDN","ADGRL4",23.6017743248229,-0.324641547403037,"Glut"
